N,cohort,comparison,delta_detection_s,delta_failed_clear_s,delta_movement_s,delta_s_per_source,delta_switch_s,delta_total_s,directional_count,family,id,strict_mixed
16,stress,C-B,-390,0,-387.9847161734826,-53.561544749999996,-79,-856.9847159999999,6,generated_16,165,True
16,stress,C-A,-630,0,-2025.858514796946,-173.2411571875,-116,-2771.858515,6,generated_16,165,True
16,stress,B-A,-160,0,-1242.8977179073074,-89.18110737500001,-24,-1426.8977180000002,10,generated_16,166,True
16,stress,C-B,-180,3,-1490.3056844561688,-106.2066054375,-32,-1699.305687,10,generated_16,166,True
16,stress,C-A,-340,3,-2733.203402363476,-195.3877128125,-56,-3126.203405,10,generated_16,166,True
16,stress,B-A,-180,0,-1444.8946519637225,-103.24341575000005,-27,-1651.8946520000009,10,generated_16,167,True
16,stress,C-B,-110,0,-141.66644485398575,-17.104152812499933,-22,-273.66644499999893,10,generated_16,167,True
16,stress,C-A,-290,0,-1586.5610968177084,-120.34756856249999,-49,-1925.5610969999998,10,generated_16,167,True
16,stress,B-A,-80,0,-555.8315555016452,-40.55197225000006,-13,-648.831556000001,10,generated_16,168,True
16,stress,C-B,-145,0,-710.8091579122513,-54.86307231249998,-22,-877.8091569999997,10,generated_16,168,True
16,stress,C-A,-225,0,-1266.6407134138965,-95.41504456250004,-35,-1526.6407130000007,10,generated_16,168,True
16,stress,B-A,-180,0,-1485.6340055856447,-105.85212537500001,-28,-1693.6340060000002,2,generated_16,169,True
16,stress,C-B,-440,0,-162.37519719592675,-42.648449624999955,-80,-682.3751939999993,2,generated_16,169,True
16,stress,C-A,-620,0,-1648.0092027815713,-148.50057499999997,-108,-2376.0091999999995,2,generated_16,169,True
16,stress,B-A,-180,0,-1260.6324124480227,-91.72702581250007,-27,-1467.6324130000012,5,generated_16,170,True
16,stress,C-B,-195,0,-605.105202593693,-52.25657512499998,-36,-836.1052019999997,5,generated_16,170,True
16,stress,C-A,-375,0,-1865.7376150417156,-143.98360093750006,-63,-2303.737615000001,5,generated_16,170,True
16,stress,B-A,-500,0,-3978.103616441257,-284.63147612499995,-76,-4554.103617999999,5,generated_16,171,True
16,stress,C-B,435,0,2774.593982010477,204.97462387500002,70,3279.5939820000003,5,generated_16,171,True
16,stress,C-A,-65,0,-1203.5096344307808,-79.65685224999993,-6,-1274.5096359999989,5,generated_16,171,True
16,stress,B-A,-160,0,-1192.952908162614,-86.05955674999996,-24,-1376.9529079999993,15,generated_16,172,True
16,stress,C-B,90,0,1.754457921993162,6.859653437500015,18,109.75445500000023,15,generated_16,172,True
16,stress,C-A,-70,0,-1191.1984502406208,-79.19990331249994,-6,-1267.198452999999,15,generated_16,172,True
16,stress,B-A,-40,0,-314.29943961710234,-22.518715000000043,-6,-360.2994400000007,15,generated_16,173,True
16,stress,C-B,-540,0,-1305.7065806152525,-121.41916112499996,-97,-1942.7065779999994,15,generated_16,173,True
16,stress,C-A,-580,0,-1620.0060202323548,-143.937876125,-103,-2303.006018,15,generated_16,173,True
16,stress,B-A,-120,0,-749.9731937071716,-55.56082462500001,-19,-888.9731940000001,6,generated_16,174,True
16,stress,C-B,190,0,-490.49046767368566,-16.28065437500004,40,-260.49047000000064,6,generated_16,174,True
16,stress,C-A,70,0,-1240.4636613808573,-71.84147900000005,21,-1149.4636640000008,6,generated_16,174,True
16,stress,B-A,-260,0,-1814.8438545523757,-132.1777409375,-40,-2114.843855,12,generated_16,175,True
16,stress,C-B,-305,0,-247.0723140802511,-38.129519500000015,-58,-610.0723120000002,12,generated_16,175,True
16,stress,C-A,-565,0,-2061.916168632627,-170.30726043750002,-98,-2724.9161670000003,12,generated_16,175,True
10,stress,B-A,0,0,0.0,0.0,0,0.0,10,boundary_outward_r1000,176,False
10,stress,C-B,-435,0,-618.8213159533422,-113.28213170000004,-79,-1132.821317,10,boundary_outward_r1000,176,False
10,stress,C-A,-435,0,-618.8213159533422,-113.28213170000004,-79,-1132.821317,10,boundary_outward_r1000,176,False
15,stress,B-A,0,0,0.0,0.0,0,0.0,15,near_nodes_r1000,177,False
15,stress,C-B,-465,27,-1710.757309929972,-148.98382046666666,-86,-2234.757306999999,15,near_nodes_r1000,177,False
15,stress,C-A,-465,27,-1710.757309929972,-148.98382046666666,-86,-2234.757306999999,15,near_nodes_r1000,177,False
16,stress,B-A,-480,0,-3377.7150737436277,-245.60719212500004,-72,-3929.7150740000006,0,cluster_omni,178,False
16,stress,C-B,100,0,197.98989873223326,19.81186868750001,19,316.98989900000015,0,cluster_omni,178,False
16,stress,C-A,-380,0,-3179.7251750113946,-225.79532343750003,-53,-3612.7251750000005,0,cluster_omni,178,False
16,stress,B-A,-20,0,-170.48380532613373,-12.09273781249999,-3,-193.48380499999985,16,all_directional_boundary,179,False
16,stress,C-B,30,0,329.15597147394584,23.0097485,9,368.155976,16,all_directional_boundary,179,False
16,stress,C-A,10,0,158.6721661478121,10.91701068750001,6,174.67217100000016,16,all_directional_boundary,179,False
