case_id,channel,observation_index,time,diameter,mec_radius,particle_count
1,8,4,1776.286862,87.4843619919136,43.74218100595691,4426
1,8,5,2356.124934,32.93683420502687,16.468417112513436,910
1,9,0,53.0,1501.8089947055887,750.9044973627944,8658
1,9,1,377.8,1501.8089947055887,750.9044973627944,8195
1,9,2,682.366195,1501.8089947055887,750.9044973627944,7991
1,9,3,1210.442965,1501.8089947055887,750.9044973627944,7991
1,9,4,1782.286862,1501.8089947055887,750.9044973627944,7861
1,9,5,2362.124934,1501.8089947055887,750.9044973627944,6069
1,9,6,2625.770296,1501.8089947055887,750.9044973627944,6069
1,9,7,2877.849304,1501.8089947055887,750.9044973627944,6069
1,9,8,3129.928312,1501.8089947055887,750.9044973627944,6069
1,9,9,3561.928312,1501.8089947055887,750.9044973627944,6069
1,9,10,3814.00732,1501.8089947055887,750.9044973627944,6069
1,9,11,4066.086328,1501.8089947055887,750.9044973627944,6069
1,9,12,4298.286328,1501.8089947055887,750.9044973627944,5018
1,9,13,4510.206628,74.42847735823634,37.21423868911827,258
1,9,14,4761.691888,74.42847735823634,37.21423868911827,258
1,9,15,5013.770896,44.53114382640204,22.33015233598496,5905
1,9,16,5234.853954,22.197299682279958,11.098649851140008,4622
1,12,0,5318.016396,1102.1436939671312,551.0718469935657,8889
1,12,1,5449.283511,81.32170820875884,40.660854114379454,490
1,12,2,5566.203536,21.6402619548824,10.820130987441324,8683
1,14,0,407.8,802.2586002492164,401.12930013460834,10745
1,14,1,712.366195,802.2586002492164,401.12930013460834,3760
1,14,2,1039.038488,37.10166168380745,18.550830851903818,3427
1,15,0,89.0,1501.5937059654689,750.7968529927344,8602
1,15,1,413.8,1501.5937059654689,750.7968529927344,8136
1,15,2,718.366195,1501.5937059654689,750.7968529927344,7615
1,15,3,1240.442965,1501.5937059654689,750.7968529927344,7615
1,15,4,1812.286862,1501.5937059654689,750.7968529927344,7595
1,15,5,2392.124934,78.25035620141205,39.125178110706024,336
1,15,6,2595.770296,78.25035620141205,39.125178110706024,336
1,15,7,2901.849304,78.25035620141205,39.125178110706024,336
1,15,8,3099.928312,78.25035620141205,39.125178110706024,336
1,15,9,3585.928312,78.25035620141205,39.125178110706024,336
1,15,10,3784.00732,78.25035620141205,39.125178110706024,336
1,15,11,4090.086328,78.25035620141205,39.125178110706024,336
1,15,12,4268.286328,78.25035620141205,39.125178110706024,336
1,15,13,4534.206628,43.84173444719598,21.948174285895732,6554
1,15,14,4791.691888,43.84173444719598,21.948174285895732,6554
1,15,15,4989.770896,43.84173444719598,21.948174285895732,4408
1,15,16,5340.132466,33.90031959531093,16.9501598076555,789
1,16,0,95.0,1501.808994705589,750.9044973627945,8694
1,16,1,419.8,1501.808994705589,750.9044973627945,7379
