id,step,phase,N,time_s,nodes,sample_group,remaining_cost,spearman,constant_prediction,top1_optimal,top3_best_recall,top3_overlap,predictor_regret,R12_regret,predictor_gain,top3_available_gain,margin,H1_pred,H1_R12,H2_pred,H2_R12,H3_pred,H3_R12
184,18,late,16,5470.558702,7,N16_late,943.0878489999996,0.25,False,False,False,0.3333333333333333,340.9919439999994,122.71959799999968,-218.27234599999974,59.27480800000012,0.09341500765696786,False,False,False,False,False,False
185,0,early,16,0.0,25,early,4578.589817,0.41738796694386954,False,False,True,0.6666666666666666,241.80603900000006,241.80603900000006,0.0,241.80603900000006,0.0,True,True,False,False,False,False
185,1,early,16,119.0,24,early,4459.589817,0.16829745994720155,False,False,False,0.0,787.9836739999996,743.051712,-44.93196199999966,0.0,0.0004106836562132177,True,True,False,False,False,False
185,7,late,16,2307.664703,18,late,2270.925114,0.27966976264189886,False,False,True,0.3333333333333333,495.1871490000003,414.73791600000004,-80.44923300000028,414.73791600000004,0.29951816160794353,True,True,False,False,False,True
186,9,middle,16,3678.279399,16,middle,4059.114203,-0.5764705882352941,False,False,False,0.0,1475.898636,1412.2664990000003,-63.6321369999996,-63.6321369999996,0.3193888521848768,True,True,False,False,False,False
186,22,late,16,7345.151175,3,N16_late,392.24242700000013,0.5,False,True,True,1.0,0.0,104.98178900000039,104.98178900000039,104.98178900000039,0.017271157167530138,True,False,True,False,True,False
188,15,middle,16,4657.096105,10,middle,3086.8485960000007,-0.6606060606060605,False,False,False,0.0,569.7620419999994,362.41502200000014,-207.34701999999925,-64.60079299999961,0.23010084886742788,True,True,False,False,False,False
190,13,late,16,4298.820216,12,late,1727.4051469999995,0.8951048951048951,False,False,False,0.6666666666666666,238.61537300000055,134.01811499999985,-104.59725800000069,0.0,0.02770281951290121,True,True,False,False,False,False
191,5,early,16,2210.000284,20,early,4841.284341999999,0.27669172932330827,False,False,False,0.0,657.9994760000004,1065.656489999999,407.6570139999985,407.6570139999985,0.05001446062598969,False,False,False,False,False,False
191,9,middle,16,3253.749265,16,middle,3797.5353609999997,0.09705882352941177,False,False,False,0.0,645.2880770000002,996.0372379999999,350.74916099999973,350.74916099999973,0.09475865279827489,True,False,False,False,False,False
192,14,late,16,4433.596731,11,N16_late,944.8814030000003,0.6514823280368335,False,True,True,0.6666666666666666,0.0,175.44222100000025,175.44222100000025,175.44222100000025,0.07730657170605382,True,False,False,False,True,False
193,3,early,16,1389.578162,22,early,4173.804941,-0.07509881422924902,False,False,False,0.0,677.8197890000001,536.7503340000003,-141.06945499999983,-141.06945499999983,0.158467654595688,True,True,False,False,False,False
193,16,late,16,5058.117495,9,N16_late,505.2656079999997,0.8333333333333333,False,False,True,0.6666666666666666,263.1644580000002,0.0,-263.1644580000002,0.0,0.0395279893041911,True,True,False,False,True,True
194,5,early,16,1486.286168,20,early,5149.87088,-0.20300751879699244,False,False,False,0.0,1238.2920959999992,0.0,-1238.2920959999992,-399.69563799999924,0.4851448573442485,True,True,False,False,False,False
196,1,early,16,119.0,24,early,7016.491191,0.20743640412096936,False,False,False,0.3333333333333333,1474.6403120000004,1218.2172900000005,-256.42302199999995,942.8231299999998,0.00037181047283163515,True,True,False,False,False,False
196,6,early,16,2048.347219,19,early,5087.143972,-0.42105263157894735,False,False,False,0.0,1672.0672610000001,883.2448279999999,-788.8224330000003,-662.2048759999998,0.69542703807962,True,False,False,False,False,False
196,10,middle,16,3040.045489,15,middle,4095.445702,0.19999999999999998,False,True,True,0.6666666666666666,0.0,859.1433120000002,859.1433120000002,859.1433120000002,0.5129878210899574,True,False,False,False,False,False
196,15,late,16,4766.678135,10,N16_late,2368.813056,0.34545454545454546,False,False,False,0.3333333333333333,752.9560819999997,658.1987840000002,-94.75729799999954,127.47706800000014,0.20768613706772732,True,False,False,False,False,False
196,16,late,16,5082.982827,9,N16_late,2052.5083640000003,0.6333333333333333,False,False,False,0.6666666666666666,575.6536310000001,575.6536310000001,0.0,85.52771399999983,0.0,True,True,False,False,False,False
197,10,late,16,3659.134808,15,N16_late,1273.2067740000002,0.6071428571428571,False,False,False,0.3333333333333333,110.3799569999992,144.47736199999963,34.097405000000435,34.097405000000435,0.4724315866724804,True,False,False,False,True,False
199,15,late,16,5035.930184,10,N16_late,2193.753033,0.13939393939393938,False,False,False,0.3333333333333333,213.03579600000012,25.233414999999695,-187.80238100000042,-174.9524590000001,0.334420812925747,True,True,False,False,False,False
199,16,late,16,5300.930184,9,N16_late,1928.753033,0.2333333333333333,False,False,False,0.3333333333333333,55.433930999999575,114.85769199999959,59.42376100000001,59.42376100000001,0.5745100399417167,True,False,False,False,True,False
199,17,late,16,5591.979752,8,N16_late,1637.7034649999996,0.3571428571428572,False,False,False,0.3333333333333333,189.10037399999965,125.2574399999994,-63.84293400000024,-63.84293400000024,0.13668061860680836,True,False,False,False,True,False
200,13,late,16,3979.998426,12,late,2697.6877539999996,-0.1258741258741259,False,False,True,0.3333333333333333,1400.7309760000007,819.445952,-581.2850240000007,819.445952,0.6945580730574215,True,False,False,False,False,False
200,14,late,16,4076.980569,11,N16_late,2600.705611,-0.22727272727272727,False,False,False,0.3333333333333333,625.7406870000004,279.44976700000007,-346.29092000000037,237.46356699999978,0.5929752561380897,True,False,False,False,False,False
200,15,late,16,4333.663758,10,N16_late,2344.022422,-0.1515151515151515,False,False,False,0.3333333333333333,362.8688199999997,66.08425099999931,-296.7845690000004,60.11109099999976,0.34623315907096286,True,True,False,False,False,False
200,16,late,16,4586.663758,9,late,2091.022422,-0.16666666666666669,False,False,False,0.3333333333333333,281.7476609999994,53.46432299999924,-228.28333800000019,-55.46743100000003,0.6253100730765144,True,False,False,False,False,False
201,15,late,16,4119.723661,10,late,1379.217702,0.5393939393939393,False,True,True,0.3333333333333333,0.0,123.50319599999966,123.50319599999966,123.50319599999966,0.3147832958482768,True,False,False,False,True,False
201,16,late,16,4358.40685,9,N16_late,1140.5345129999996,-0.03333333333333333,False,False,False,0.3333333333333333,29.8761199999999,0.0,-29.8761199999999,-29.8761199999999,0.19167293165789567,True,True,False,False,True,True
202,5,middle,16,1628.618782,20,middle,3877.3862729999996,-0.13383458646616542,False,False,False,0.0,603.4606159999998,310.9043009999996,-292.55631500000027,154.20055799999955,0.7172555848758478,True,False,False,False,False,False
203,0,early,16,0.0,25,early,6575.360486,0.27736103609818435,False,False,False,0.3333333333333333,736.7732959999994,736.7732959999994,0.0,566.6179679999996,0.0,True,True,False,False,False,False
203,6,middle,16,1613.755285,19,middle,4961.605200999999,0.007017543859649123,False,False,False,0.0,1767.122969,756.0819179999999,-1011.0410510000002,-131.932237,0.6792221743497309,True,False,False,False,False,False
203,11,middle,16,3322.897905,14,middle,3252.462581,-0.4769230769230769,False,False,False,0.3333333333333333,407.4837829999997,120.09732599999916,-287.3864570000005,-60.83835799999997,0.6192591900822229,True,False,False,False,True,False
203,13,late,16,4487.303687,12,late,2088.056799,0.7902097902097903,False,False,True,0.6666666666666666,116.85205399999995,509.5492119999999,392.69715799999994,509.5492119999999,0.27489896073902986,True,False,False,False,True,False
203,15,late,16,4860.1521,10,N16_late,1715.2083859999993,0.6242424242424242,False,False,False,0.3333333333333333,79.74543000000085,184.58943,104.84399999999914,104.84399999999914,0.3779293544457979,True,False,False,False,True,False
204,8,middle,16,2420.050479,17,middle,3102.9321750000004,-0.09313725490196079,False,False,False,0.0,359.67385100000047,486.09438600000067,126.4205350000002,126.4205350000002,0.6634709347562193,True,False,False,False,False,False
205,10,late,16,2805.186837,15,N16_late,1703.0641289999994,0.06428571428571428,False,False,False,0.3333333333333333,673.272833,0.0,-673.272833,-193.9639500000003,0.3351977396612327,True,True,False,False,False,False
205,11,late,16,3155.570624,14,late,1352.6803419999997,-0.12967032967032965,False,False,False,0.0,532.426273,0.0,-532.426273,-532.426273,0.6244721101792005,True,False,False,False,True,False
205,12,late,16,3555.125663,13,N16_late,953.1253029999998,0.12637362637362637,False,False,False,0.3333333333333333,293.49885500000073,0.0,-293.49885500000073,-293.49885500000073,0.260175999181089,True,True,False,False,True,True
207,9,middle,16,2911.912175,16,middle,3194.563807,0.45,False,False,True,0.6666666666666666,362.14531999999963,1331.8397759999998,969.6944560000002,1331.8397759999998,0.2321805050912843,True,False,False,False,True,False
209,14,late,16,4859.124809,11,N16_late,1826.4100390000003,-0.07272727272727274,False,False,False,0.3333333333333333,423.1685670000006,88.66533200000049,-334.50323500000013,-51.700825999999324,0.19513131854136612,True,False,False,False,False,False
209,17,late,16,5429.790141,8,N16_late,1255.7447069999998,0.3333333333333334,False,False,False,0.3333333333333333,1176.4576779999998,0.0,-1176.4576779999998,-1103.2572689999997,0.1910546874667428,True,True,False,False,False,False
210,5,middle,16,2110.047658,20,middle,3928.5927189999998,-0.2706766917293233,False,False,False,0.0,878.0862120000002,892.51271,14.42649799999981,14.42649799999981,0.6230648749679384,True,False,False,False,False,False
210,11,late,16,4054.548722,14,late,1984.0916549999997,-0.10781084631673665,False,True,True,0.3333333333333333,0.0,521.2236599999997,521.2236599999997,521.2236599999997,0.7652184620108357,True,False,False,False,False,False
210,14,late,16,4821.363805,11,N16_late,1217.2765719999998,0.16363636363636366,False,False,False,0.0,626.2455529999997,158.20066099999985,-468.0448919999999,-277.138696,0.25783381012574014,False,True,False,False,False,True
211,2,early,16,874.157945,23,early,5193.980322,0.4041501976284585,False,False,False,0.0,356.46768900000006,252.9982200000004,-103.46946899999966,0.0,0.007949077964041873,False,True,False,False,False,False
211,13,late,16,3974.243438,12,N16_late,2093.8948290000003,-0.1958041958041958,False,False,False,0.0,439.7176529999997,44.85707300000013,-394.8605799999996,-302.3370329999998,0.4186377945884835,True,False,False,False,False,False
211,14,late,16,4366.8257,11,N16_late,1701.312567,0.06363636363636364,False,False,False,0.3333333333333333,649.2920049999993,0.0,-649.2920049999993,-149.95603399999982,0.3142290495480127,True,True,False,False,False,False
212,0,early,16,0.0,25,early,6877.589801,-0.12425466665702294,False,False,False,0.0,841.6308870000003,841.6308870000003,0.0,480.1603759999998,0.0,True,True,False,False,False,False
212,4,early,16,1454.281112,21,early,5423.308689,-0.5675324675324676,False,False,False,0.0,1837.7564219999995,1016.8691369999997,-820.8872849999998,140.5870700000005,0.6491241128188263,True,True,False,False,False,False
212,15,late,16,4639.619505,10,N16_late,2237.9702960000004,-0.8303030303030302,False,False,False,0.0,635.2811220000003,12.178377000000182,-623.1027450000001,-623.1027450000001,0.34623315907096286,True,False,False,False,False,False
212,17,late,16,5316.18412,8,N16_late,1561.4056810000002,-0.7380952380952381,False,False,False,0.0,571.4678050000002,0.0,-571.4678050000002,-544.6670100000001,0.12342595682641833,True,True,False,True,False,False
212,21,late,16,6183.725374,4,N16_late,693.8644270000004,1.0,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,True,True
213,9,middle,16,2535.776585,16,middle,4640.819328,-0.2823529411764706,False,False,True,0.3333333333333333,1045.1841189999996,169.477026999999,-875.7070920000006,169.477026999999,0.5303656300549178,True,False,False,False,False,False
213,12,middle,16,3850.998573,13,middle,3325.5973400000003,-0.3021978021978022,False,False,False,0.3333333333333333,144.64947799999936,367.13753199999974,222.48805400000037,222.48805400000037,0.7807831844613428,True,False,False,False,False,False
213,21,late,16,6607.739864,4,late,568.856049,-0.39999999999999997,False,False,False,0.6666666666666666,493.50459899999987,28.992903999999726,-464.51169500000015,0.0,0.0027746466660887315,False,True,False,False,False,True
214,14,late,16,4215.166951,11,N16_late,1231.7567579999995,0.20909090909090913,False,False,False,0.0,187.50463000000036,0.0,-187.50463000000036,-187.50463000000036,0.26625868685820964,True,True,False,False,True,True
215,0,early,16,0.0,25,early,6160.622735,-0.033467975229600606,False,False,False,0.3333333333333333,530.3576130000001,530.3576130000001,0.0,0.0,0.0,True,True,False,False,False,False
216,3,early,16,1559.013985,22,early,3325.774065,-0.5708639186900057,False,False,False,0.0,1530.1150969999994,0.0,-1530.1150969999994,-1058.855031999999,0.47567540869848757,True,True,False,False,False,False
216,9,middle,16,3094.652546,16,middle,1790.1355040000003,0.5882352941176471,False,False,False,0.0,849.5480880000005,408.8177660000001,-440.73032200000034,330.257208,0.2828773608411821,False,False,False,False,False,False
216,10,middle,16,3524.59774,15,middle,1360.19031,0.6464285714285712,False,False,False,0.6666666666666666,879.1726820000003,589.9212440000001,-289.25143800000023,524.405616,0.279084316792265,False,False,False,False,False,False
216,14,late,16,4246.430242,11,N16_late,638.3578079999997,0.7000000000000001,False,False,True,0.6666666666666666,192.32695300000069,88.15363700000034,-104.17331600000034,88.15363700000034,0.21010164518495245,True,False,False,False,True,False
219,18,late,16,5380.185378,7,late,636.4623389999997,-0.14285714285714288,False,False,False,0.3333333333333333,401.58948899999996,60.36637799999971,-341.22311100000024,-341.22311100000024,0.16136457048910813,False,False,False,False,False,False
221,5,middle,16,1722.84476,20,middle,2885.197719,0.10225563909774435,False,False,False,0.3333333333333333,411.2106469999999,328.5315869999995,-82.67906000000039,227.82594900000004,0.4058547142732749,True,False,False,False,False,False
221,6,late,16,1941.800974,19,N16_late,2666.241505,0.1280701754385965,False,False,False,0.0,402.1439019999998,93.66577099999995,-308.47813099999985,-45.01475300000038,0.5127045495722861,True,False,False,False,False,False
221,7,late,16,2536.578428,18,late,2071.464051,0.41589267285861714,False,False,False,0.3333333333333333,1376.736344,209.70756399999937,-1167.0287800000006,0.0,0.05136450027053652,True,True,False,False,False,True
223,1,early,16,119.0,24,early,5943.087029,0.1552511452226123,False,False,False,0.0,295.3051949999999,1437.4435220000005,1142.1383270000006,1142.1383270000006,0.0003905308582681233,True,True,False,False,False,False
223,17,late,16,4919.252397,8,N16_late,1142.834632,0.9761904761904763,False,True,True,1.0,0.0,589.2690190000003,589.2690190000003,589.2690190000003,0.02600364963503654,True,False,False,False,True,False
224,7,early,16,2308.762037,18,early,3672.3979940000004,0.038183694530443756,False,False,True,0.3333333333333333,295.12815299999966,1248.3537770000003,953.2256240000006,1248.3537770000003,0.6926385301515819,True,False,False,False,False,False
224,15,late,16,4251.412592,10,N16_late,1729.7474390000007,0.6121212121212121,False,True,True,0.6666666666666666,0.0,510.02122600000075,510.02122600000075,510.02122600000075,0.3545813423232723,True,False,False,False,False,False
224,17,late,16,4499.831921,8,N16_late,1481.3281100000004,0.6428571428571429,False,True,True,0.6666666666666666,0.0,275.2292610000004,275.2292610000004,275.2292610000004,0.26202091817851025,True,False,False,False,False,False
224,18,late,16,4744.51511,7,N16_late,1236.644921,0.10714285714285716,False,False,False,0.3333333333333333,637.3881719999999,196.87679300000036,-440.5113789999996,193.07562400000006,0.22318624039782553,True,False,False,False,False,False
224,19,late,16,4985.51511,6,N16_late,995.6449210000001,-0.14285714285714288,False,False,False,0.3333333333333333,558.01422,0.0,-558.01422,-503.0228619999998,0.10231984729851351,True,True,False,False,False,False
225,7,middle,16,2058.6941,18,middle,3685.4903359999994,-0.5727554179566564,False,False,False,0.0,802.253522999999,28.62536899999941,-773.6281539999995,-773.6281539999995,0.46453921807809484,False,False,False,False,False,False
225,13,late,16,4159.210441,12,N16_late,1584.9739949999994,-0.39860139860139865,False,False,False,0.3333333333333333,715.5920470000001,0.0,-715.5920470000001,-351.1151000000009,0.37937790647838465,False,False,False,False,False,False
225,16,late,16,5011.194457,9,N16_late,732.989979,-0.19999999999999998,False,False,False,0.3333333333333333,518.2830380000005,0.0,-518.2830380000005,-109.09902600000078,0.29538952464788737,False,False,False,False,False,False
227,3,early,16,1285.811086,22,early,4377.736672,-0.2930547713156409,False,False,False,0.0,1786.0674310000004,936.4211539999997,-849.6462770000007,-207.66088000000036,0.1752358874086717,True,True,False,False,False,False
227,15,late,16,3971.168369,10,N16_late,1692.3793889999997,0.4545454545454545,False,False,True,0.6666666666666666,50.25007800000003,200.7310979999993,150.48101999999926,200.7310979999993,0.5687135180646989,True,False,False,False,True,False
228,14,late,16,4244.966635,11,late,1705.2525940000005,0.13636363636363638,False,False,True,0.6666666666666666,746.6653320000005,159.71640600000046,-586.948926,159.71640600000046,0.23422850786588267,False,False,False,False,False,False
228,16,late,16,4887.093024,9,late,1063.1262050000005,0.13333333333333333,False,False,True,0.6666666666666666,702.8665250000004,293.6653320000005,-409.2011929999999,293.6653320000005,0.30317805322211133,False,False,False,False,False,False
229,6,middle,16,2351.083165,19,middle,3718.5109089999996,0.44912280701754387,False,False,False,0.3333333333333333,363.72105999999985,1432.3301529999999,1068.609093,1339.0722919999998,0.32663003098060406,True,False,False,False,False,False
229,16,late,16,5677.181873,9,N16_late,392.4122009999992,0.5333333333333333,False,False,False,0.3333333333333333,161.4349659999998,111.83700599999975,-49.59796000000006,0.0,0.029033687943262443,True,True,False,False,True,True
230,15,late,16,4380.224939,10,N16_late,2073.1544910000002,0.38181818181818183,False,False,True,0.6666666666666666,507.2631110000002,320.46238300000005,-186.80072800000016,320.46238300000005,0.28450213413896297,True,True,False,False,False,False
230,18,late,16,5265.734229,7,N16_late,1187.6452010000003,0.4642857142857144,False,True,True,0.6666666666666666,0.0,362.1990429999996,362.1990429999996,362.1990429999996,0.08791545412773771,True,False,False,False,True,False
230,19,late,16,5494.734229,6,N16_late,958.6452010000003,0.23190841426097938,False,False,True,0.3333333333333333,274.3821250000001,111.21690000000035,-163.16522499999974,111.21690000000035,0.08498868493839584,True,False,False,False,True,False
230,21,late,16,5796.716372,4,N16_late,656.6630580000001,-0.39999999999999997,False,False,False,0.6666666666666666,302.6484440000004,0.0,-302.6484440000004,-251.80849099999978,0.07776519441298602,True,True,False,False,True,True
231,1,early,16,119.0,24,early,5991.324587,-0.17482061730949622,False,False,False,0.3333333333333333,347.1543499999998,2021.4417240000002,1674.2873740000005,1674.2873740000005,0.00037181047283163515,True,True,False,False,False,False
231,19,late,16,5522.438122,6,N16_late,587.8864650000005,0.3142857142857143,False,False,True,0.6666666666666666,139.82469000000037,101.90971900000022,-37.91497100000015,101.90971900000022,0.037451235370611125,True,False,False,False,True,False
232,15,late,16,5154.545646,10,N16_late,1492.6532420000003,0.5471149893120582,False,False,False,0.6666666666666666,179.65670200000022,532.9564540000001,353.2997519999999,520.2028190000001,0.22500905000775717,True,False,False,False,True,False
232,16,late,16,5383.545646,9,N16_late,1263.6532420000003,0.5,False,False,False,0.6666666666666666,203.27349099999992,486.3332019999998,283.0597109999999,416.4785730000003,0.2906292937620225,True,False,False,False,True,False
233,4,early,16,1798.094034,21,early,4162.017841,-0.2714285714285714,False,False,False,0.0,506.21581100000003,381.9228519999997,-124.29295900000034,-110.1858830000001,0.7051650830876985,True,False,False,False,False,False
233,14,late,16,4475.820579,11,N16_late,1484.2912959999994,0.5363636363636364,False,False,True,0.3333333333333333,204.9158870000001,146.9023419999994,-58.013545000000704,146.9023419999994,0.1510414065231508,True,False,False,False,True,False
234,6,middle,16,1821.112721,19,middle,3744.881675,-0.06315789473684211,False,False,False,0.3333333333333333,1225.4689879999992,496.81167800000003,-728.6573099999991,45.100516000000425,0.8055157354587643,True,True,False,False,False,False
234,7,middle,16,2140.555285,18,middle,3425.439111,0.32094943240454077,False,True,True,0.3333333333333333,0.0,316.4366680000003,316.4366680000003,316.4366680000003,0.44291712384275694,True,True,False,False,False,False
234,16,late,16,4401.259686,9,late,1164.7347099999997,0.3666666666666667,False,False,False,0.3333333333333333,578.0116459999999,0.0,-578.0116459999999,-334.52905399999963,0.2316771906834083,True,True,False,True,False,True
235,9,late,16,3108.647457,16,N16_late,1378.801657,0.0058823529411764705,False,False,False,0.0,336.14685499999996,23.608267999999953,-312.538587,-193.83225399999992,0.28775153016206656,False,True,False,False,False,False
236,16,late,16,5526.771109,9,N16_late,2082.820708,-0.5,False,False,False,0.0,865.1490119999999,0.0,-865.1490119999999,-622.7653300000002,0.10428453571418927,True,True,False,False,False,False
236,18,late,16,6041.216528,7,N16_late,1568.3752890000005,-0.3571428571428572,False,False,True,0.3333333333333333,712.0315409999994,46.92944299999999,-665.1020979999994,46.92944299999999,0.18830933716297737,True,False,False,False,False,False
239,14,late,16,4274.130936,11,N16_late,2482.625634,-0.3727272727272728,False,False,False,0.0,527.9515430000001,25.49300199999925,-502.4585410000009,-417.8753800000004,0.35518464557159013,True,True,False,False,False,False
240,13,late,16,4559.065374,12,N16_late,2308.1704870000003,0.4545454545454546,False,False,False,0.0,89.20030399999996,431.111527,341.91122300000006,341.91122300000006,0.41974036678343307,True,False,False,False,True,False
240,16,late,16,5449.00646,9,N16_late,1418.2294010000005,0.09999999999999999,False,False,False,0.6666666666666666,141.7006019999999,0.0,-141.7006019999999,-140.84031499999946,0.4131200530438026,True,False,False,False,True,False
240,18,late,16,5837.702585,7,N16_late,1029.5332760000001,0.14285714285714288,False,False,True,0.6666666666666666,614.405753,0.0,-614.405753,0.0,0.0536665085138911,False,True,False,False,False,True
241,0,early,16,0.0,25,early,6339.476099,-0.18311214033666537,False,False,False,0.0,1210.7853270000005,1210.7853270000005,0.0,0.0,0.0,True,True,False,False,False,False
242,12,late,16,3413.441347,13,N16_late,2683.533361,0.22527472527472525,False,False,True,0.3333333333333333,520.3749710000002,395.8095139999996,-124.5654570000006,395.8095139999996,0.6593335471106118,True,False,False,False,False,False
244,7,middle,16,2409.5259,18,middle,3340.8630559999997,0.5479876160990712,False,False,False,0.6666666666666666,128.6727550000005,1230.682065,1102.0093099999995,1193.7160199999998,0.6047002462519783,True,False,True,False,False,False
244,8,middle,16,2581.742038,17,middle,3168.646918,0.5898223058345644,False,False,False,0.6666666666666666,136.05495699999938,992.3761049999994,856.321148,932.7411649999995,0.6027981877031477,True,False,True,False,False,False
244,14,late,16,3867.072702,11,N16_late,1883.3162539999998,0.06363636363636364,False,False,False,0.0,366.36017600000014,21.338141000000178,-345.02203499999996,-345.02203499999996,0.33712097672239083,True,True,False,False,False,False
245,14,late,16,4410.757366,11,N16_late,918.9103839999998,0.7363636363636363,False,False,True,0.3333333333333333,400.7220219999999,73.46604099999968,-327.25598100000025,73.46604099999968,0.09098824553765783,True,False,False,False,True,False
246,10,middle,16,3173.493307,15,middle,3821.401862,0.15,False,False,False,0.0,657.7364540000003,64.7853070000001,-592.9511470000002,-398.65958999999975,0.5883238568310593,True,True,False,False,False,False
246,16,late,16,4732.5324,9,N16_late,2262.3627690000003,0.5833333333333334,False,True,True,0.6666666666666666,0.0,479.9659650000003,479.9659650000003,479.9659650000003,0.21290097629009763,True,False,False,False,True,False
246,19,late,16,5572.622606,6,N16_late,1422.2725630000004,-0.5428571428571429,False,False,False,0.3333333333333333,1095.6640499999994,0.0,-1095.6640499999994,-49.519021000000066,0.013182324545116919,False,True,False,False,False,True
247,2,early,16,586.604481,23,early,5881.958428999999,-0.4614624505928854,False,False,False,0.0,1654.9216580000002,964.160774,-690.7608840000003,-661.4265760000008,0.620262082133588,True,True,False,False,False,False
247,15,late,16,4936.953624,10,N16_late,1531.6092859999999,0.6121212121212121,False,False,True,0.3333333333333333,654.4093489999996,569.3815619999996,-85.02778699999999,569.3815619999996,0.300551490944753,False,True,False,False,False,False
247,16,late,16,5033.915193,9,N16_late,1434.6477169999998,0.5499999999999999,False,False,False,0.6666666666666666,429.9865229999996,365.25615299999936,-64.73037000000022,319.5326580000001,0.0948022410828202,False,False,False,False,False,False
247,19,late,16,5688.108883,6,N16_late,780.4540269999998,0.3142857142857143,False,False,True,0.6666666666666666,398.3059969999995,96.61445599999934,-301.69154100000014,96.61445599999934,0.10256629597946965,False,True,False,False,False,True
248,7,middle,16,3133.447615,18,middle,3479.8566760000003,0.4984520123839009,False,False,True,0.3333333333333333,304.8446320000003,289.0799850000003,-15.764646999999968,289.0799850000003,0.4569141901132039,True,False,False,False,False,False
248,9,middle,16,3758.713027,16,middle,2854.5912640000006,0.45,False,True,True,0.6666666666666666,0.0,874.951118,874.951118,874.951118,0.2698660043664467,True,True,False,False,False,False
248,16,late,16,6149.434115,9,N16_late,463.87017600000036,0.3666666666666667,False,False,True,0.6666666666666666,48.84895099999994,53.868131000000176,5.019180000000233,53.868131000000176,0.08150145167980094,True,False,False,False,True,False
248,17,late,16,6347.077892,8,N16_late,266.22639900000013,-0.09523809523809526,False,False,False,0.3333333333333333,707.4977409999992,0.0,-707.4977409999992,-327.0409789999994,0.16022016135112727,False,True,False,False,False,True
249,15,late,16,4093.678609,10,N16_late,2693.303655,-0.5636363636363636,False,False,False,0.0,1140.9645620000001,535.4283740000001,-605.536188,-318.5474089999998,0.07241403459626017,False,False,False,False,False,False
250,5,early,16,1840.348349,20,early,4155.405818,-0.06844678934591084,False,False,False,0.0,968.0219010000001,817.0398430000005,-150.9820579999996,132.67107300000043,0.6324577824614546,False,False,False,False,False,False
250,12,middle,16,3500.514321,13,middle,2495.239846,0.054945054945054944,False,True,True,0.3333333333333333,0.0,556.137815,556.137815,556.137815,0.6306942572522035,False,False,False,False,False,False
250,16,late,16,4475.347956,9,late,1520.4062110000004,-0.3666666666666667,False,False,False,0.3333333333333333,792.820213,0.0,-792.820213,-342.5838309999999,0.09424615217529209,False,False,False,False,False,False
251,6,early,16,1883.050749,19,early,5544.234755,-0.4421052631578948,False,False,False,0.0,1739.653096,1414.2166810000008,-325.4364149999992,251.85082500000044,0.7078707547011931,True,False,False,False,False,False
251,7,middle,16,2169.733938,18,middle,5257.551566,-0.8059855521155831,False,False,False,0.0,1725.9271050000002,1523.516115,-202.4109900000003,-197.4237460000004,0.4609094951671705,True,True,False,False,False,False
251,13,middle,16,3948.487003,12,middle,3478.798501,0.18181818181818185,False,False,False,0.3333333333333333,498.01770100000067,64.11275400000068,-433.904947,56.77800000000025,0.12430859354040069,False,False,False,False,False,False
251,17,late,16,4870.694682,8,N16_late,2556.590822,-0.04761904761904763,False,False,False,0.0,686.3624869999994,0.0,-686.3624869999994,-681.6193709999998,0.08318390110186191,True,True,False,False,False,False
252,4,early,16,1049.92021,21,early,5647.569559,-0.2662337662337662,False,False,False,0.0,1321.365957,0.0,-1321.365957,-466.8552159999999,0.7512167272163605,True,False,False,False,False,False
252,13,late,16,4568.728549,12,late,2128.7612199999994,-0.5524475524475525,False,False,False,0.0,2000.2669650000007,211.64747499999976,-1788.619490000001,-915.5440490000001,0.41677578404813487,True,False,False,False,False,False
252,14,late,16,4665.710692,11,N16_late,2031.7790770000001,-0.33636363636363636,False,False,False,0.0,1272.2063599999992,94.15363699999943,-1178.0527229999998,-640.1528230000004,0.3265963894020717,True,False,False,False,False,False
252,15,late,16,4922.393881,10,N16_late,1775.0958879999998,-0.309090909090909,False,False,False,0.0,1335.265872,12.022758999999496,-1323.2431130000004,-427.03539999999975,0.32297252280870337,True,False,False,False,False,False
253,4,late,16,1774.097467,21,N16_late,1386.411728,0.6623376623376622,False,False,False,0.3333333333333333,436.93175900000006,0.0,-436.93175900000006,-209.8321390000001,0.11817711648631435,True,True,False,False,True,True
254,15,late,16,4580.469492,10,N16_late,1603.481275,0.8303030303030302,False,False,True,1.0,86.6002069999995,750.3075589999999,663.7073520000004,750.3075589999999,0.11132975100280051,True,False,False,False,True,False
254,17,late,16,5038.469492,8,N16_late,1145.481275,0.8095238095238096,False,False,True,1.0,83.21945700000015,409.78450599999996,326.5650489999998,409.78450599999996,0.17930580687613085,True,False,False,False,True,False
254,19,late,16,5502.981187,6,late,680.96958,0.6571428571428573,False,False,True,0.6666666666666666,70.54444999999942,191.254954,120.71050400000058,191.254954,0.1654807516876482,True,False,False,False,True,False
254,20,late,16,5575.96333,5,N16_late,607.9874370000007,0.49999999999999994,False,False,True,0.6666666666666666,76.29659199999969,75.08194300000014,-1.2146489999995538,75.08194300000014,0.07840044535164226,True,False,False,False,True,False
255,13,late,16,4087.725616,12,N16_late,2551.527334,0.30069930069930073,False,False,False,0.3333333333333333,139.37974200000008,181.1062979999997,41.72655599999962,41.72655599999962,0.511365951017254,True,False,False,False,True,False
