seed,time_s,channel,nodes,scan_credit_s
391,5259.484646,2,6,36
391,5384.270094,2,5,30
391,5583.306576,2,5,30
391,5669.673041,2,5,30
391,5798.696857,2,5,30
391,5798.696857,3,5,29
391,5815.066842,2,5,30
391,5992.680079,2,5,30
391,6199.964753,2,4,24
391,6284.946896,2,3,18
391,6529.630085,2,2,12
391,6770.630085,2,1,6
391,6839.02197,2,1,6
391,6945.44079,2,1,6
391,6945.44079,17,1,5
391,6956.370953,2,1,6
392,532.695126,3,23,137
392,739.330364,20,23,137
392,795.813189,7,23,137
392,1346.53016,10,21,126
392,1770.299548,19,20,119
392,2147.764316,12,19,113
392,2434.807588,13,17,101
392,3603.706259,8,12,72
393,488.698601,15,23,137
393,1149.710839,11,22,131
393,2719.379677,6,16,95
393,3255.419538,18,15,89
393,3472.966154,10,14,84
393,3558.035203,2,14,83
393,3824.48798,1,13,78
393,3824.48798,16,13,78
393,3937.742205,16,13,78
393,4087.407539,3,13,77
393,5558.462075,5,7,41
393,5853.042824,17,6,35
394,475.466889,10,23,137
394,621.859001,2,23,137
394,937.909137,16,22,131
394,1124.256302,12,22,131
394,1970.798704,14,18,108
394,2333.695173,8,17,101
394,3816.467203,13,13,77
394,4032.617522,19,11,66
394,5184.222476,15,7,41
394,6452.007464,7,1,5
395,1474.840603,9,22,132
395,2036.796641,12,21,125
395,3808.657923,14,14,83
395,5006.512566,17,11,65
395,6760.000561,8,5,29
395,7216.963362,19,4,23
395,7683.384369,4,1,6
395,7899.830586,18,1,5
396,613.333078,15,23,137
396,769.034223,3,22,132
396,1046.489011,7,22,131
396,1187.282799,2,22,131
396,2477.121409,4,17,101
396,3505.779131,18,14,83
396,3663.951729,13,14,83
396,3848.432141,12,13,78
396,5850.901725,5,4,23
396,6306.98495,17,2,11
397,589.358079,6,23,137
397,621.321567,4,23,137
397,747.004388,18,23,137
397,1204.167187,20,22,131
397,1341.914121,13,21,126
397,1474.896264,13,20,120
397,1621.202594,13,20,120
397,1621.202594,1,20,119
397,1633.658749,13,20,120
397,1938.865316,12,19,113
397,2001.161984,19,19,113
397,2338.398977,2,18,107
397,2734.35292,15,17,101
398,432.0,5,23,138
398,432.0,15,23,138
398,551.149382,15,23,138
398,640.256876,4,23,137
398,813.391234,11,23,137
398,889.683467,7,23,137
398,1067.743356,6,22,132
398,1350.451488,8,21,126
398,1524.477156,16,21,125
398,2391.068372,13,18,107
398,2893.765308,9,16,95
398,4349.994513,2,10,59
398,4961.057575,12,7,42
398,5383.628558,19,5,30
398,5634.596012,3,4,24
399,553.215823,13,23,137
399,756.617315,3,22,132
399,2041.759896,6,18,108
399,2516.56472,8,17,102
399,2716.839534,2,17,101
399,3871.394101,17,12,72
399,5223.978639,11,7,41
399,5330.229574,1,7,41
399,5357.074485,15,7,41
399,5567.491171,10,6,36
400,530.087294,20,23,137
400,626.888675,5,23,137
400,838.41322,17,22,132
400,1228.107477,7,21,125
400,1980.958229,1,19,113
400,2130.317891,3,19,113
400,2877.55063,4,17,101
400,3662.360063,13,14,83
400,3911.407674,16,13,78
400,4882.241632,12,10,60
400,4979.223775,12,9,54
400,6558.986421,2,3,17
400,6934.528947,6,2,11
401,432.0,8,23,138
401,432.0,11,23,138
401,496.982446,8,23,138
401,552.223421,1,23,137
401,552.223421,8,23,138
401,639.650191,8,23,138
401,775.028134,8,22,132
401,775.028134,16,22,132
401,846.451634,6,22,131
401,846.451634,8,22,132
401,846.451634,16,22,132
401,858.964542,8,22,132
401,858.964542,16,22,132
401,894.035167,8,22,132
401,894.035167,16,22,132
401,1029.4532,8,22,132
401,1029.4532,16,22,132
401,1038.42181,8,22,132
401,1038.42181,16,22,132
401,1038.42181,12,22,131
401,1050.327732,8,22,132
401,1050.327732,16,22,132
401,1191.534223,8,21,126
401,1191.534223,16,21,126
401,1276.415243,8,21,126
401,1276.415243,16,21,126
401,1276.415243,2,21,125
401,1406.5934,8,21,126
401,1406.5934,16,21,126
401,1561.545364,8,20,120
401,1561.545364,16,20,120
401,1688.527507,8,19,114
401,1688.527507,16,19,114
401,1975.210696,8,18,108
401,1975.210696,16,18,108
401,2073.851574,8,18,108
401,2073.851574,16,18,108
401,2224.718535,8,18,108
401,2224.718535,10,18,107
401,2224.718535,16,18,108
401,2235.66947,8,18,108
401,2235.66947,16,18,108
401,2418.891711,5,17,102
401,2418.891711,8,17,102
401,2418.891711,16,17,102
401,2586.854861,8,17,102
401,2586.854861,16,17,102
401,2710.024353,16,17,102
401,2915.099648,16,17,102
401,3034.266131,16,17,102
401,3189.363308,15,16,96
401,3189.363308,16,16,96
401,3227.094053,16,16,96
401,3446.54803,16,15,90
401,3693.54803,16,14,84
401,3784.530173,16,13,78
401,4012.293599,16,13,78
401,4012.293599,19,13,77
401,4018.748676,16,13,78
401,6135.154956,4,4,23
401,6499.330382,7,3,18
402,584.859443,18,23,137
402,2616.265549,2,15,90
402,2767.247692,2,14,84
402,3337.826599,5,13,77
402,3677.520873,15,12,72
402,3809.385681,11,12,71
402,4268.943666,17,11,65
402,4572.433346,13,9,54
402,4697.727834,10,9,53
402,5074.012204,19,8,47
402,5597.549046,9,6,35
403,504.908638,3,23,137
403,544.014859,19,23,137
403,764.043981,10,23,137
403,1017.678295,2,22,131
403,2375.660329,13,18,107
403,2543.44879,18,17,102
403,2714.966776,4,17,101
404,432.0,12,23,138
404,557.161091,7,23,137
404,609.905515,1,23,137
404,650.896893,8,23,137
404,761.757782,6,23,137
404,1165.216984,11,22,131
404,1848.854934,10,20,119
404,2249.11644,5,18,107
404,2655.507382,15,17,101
404,3463.827794,17,14,83
404,3765.48733,13,13,77
404,3870.634781,14,13,77
405,588.917095,15,23,137
405,764.346489,11,23,137
405,831.953919,3,23,137
405,1248.897975,1,22,131
405,1478.943632,14,22,131
405,2194.317727,12,19,113
405,2475.382509,19,18,107
405,3077.349729,6,16,95
405,3364.266901,9,14,84
405,3781.375585,4,13,77
405,4256.515534,2,12,71
405,5245.908594,16,8,47
405,5731.746462,7,6,35
405,6401.656302,13,3,17
406,591.951632,9,23,137
406,727.523181,11,23,137
406,1199.434759,18,22,131
406,1415.736114,2,22,131
406,2998.312361,16,15,90
406,3630.386457,12,15,89
406,5078.313433,7,9,53
406,5794.14491,15,6,36
406,5903.127053,15,5,30
406,6380.533965,1,4,24
406,6591.702854,6,4,23
406,7111.093249,13,2,12
406,7456.517454,17,1,5
407,686.277067,3,23,137
407,930.361908,14,22,131
407,989.503131,6,22,131
407,1541.433192,12,20,119
407,2033.67213,9,18,108
407,2166.654273,9,17,102
407,2764.077286,18,16,95
407,5263.483073,4,7,41
407,5520.934078,10,7,41
407,5937.97585,16,6,35
407,6183.450477,7,5,30
407,6280.43262,7,4,24
407,7026.743368,15,2,11
407,7247.800317,19,1,5
408,543.427267,13,23,137
408,703.418553,19,23,137
408,731.054,17,23,137
408,894.677654,1,22,132
408,894.677654,8,22,132
408,894.677654,11,22,132
408,1033.848911,1,22,132
408,1033.848911,11,22,132
408,1053.310323,1,22,132
408,1053.310323,15,22,131
408,1053.310323,11,22,132
408,1087.797485,1,22,132
408,1087.797485,11,22,132
408,1168.63002,11,22,132
408,1220.84487,11,22,132
408,1300.815711,9,22,131
408,1300.815711,11,22,132
408,1311.631421,11,22,132
408,1491.782588,18,21,126
408,1491.782588,20,21,125
408,1491.782588,11,21,126
408,1577.138767,18,21,126
408,1577.138767,11,21,126
408,1768.044725,18,20,119
408,1768.044725,11,20,120
408,1895.286915,18,20,120
408,1895.286915,11,20,120
408,1895.286915,2,20,119
408,1906.061529,18,20,120
408,1906.061529,11,20,120
408,2064.566483,18,19,113
408,2064.566483,11,19,114
408,2167.548626,18,18,108
408,2167.548626,11,18,108
408,2430.231815,18,17,101
408,2430.231815,11,17,102
408,2689.231815,18,16,96
408,2689.231815,11,16,96
408,2792.213958,18,15,89
408,2792.213958,11,15,90
408,2924.50935,18,15,90
408,2924.50935,11,15,90
408,2924.50935,7,15,89
408,2934.204838,18,15,90
408,2934.204838,11,15,90
408,3022.988695,18,15,90
408,3022.988695,11,15,90
408,3045.065282,18,15,90
408,3045.065282,11,15,90
408,3045.065282,6,15,89
408,3096.755932,18,15,90
408,3096.755932,11,15,90
408,3211.248403,18,14,84
408,3211.248403,11,14,84
409,432.0,4,23,138
409,882.284684,19,23,137
409,1689.65392,7,20,119
409,2084.943353,13,19,113
409,3085.079994,3,17,102
409,3185.942349,16,17,101
409,3368.703127,8,17,101
409,4594.301256,2,13,77
409,5150.800549,5,11,65
410,432.0,11,23,138
410,806.030812,18,23,137
410,1018.412871,4,22,132
410,1519.110024,13,21,125
410,1553.919935,9,21,125
410,6329.72881,14,5,29
410,7332.483999,12,1,5
411,529.850014,4,23,137
411,565.87902,3,23,137
411,871.672184,19,22,131
411,1714.591718,15,19,113
411,2733.641584,13,15,89
411,2936.861882,2,14,84
411,3237.695533,7,14,83
411,3862.546895,5,12,72
411,3862.546895,16,12,72
411,4032.534196,5,12,72
411,5340.798624,6,8,48
411,6540.906574,11,4,24
411,6906.367829,10,3,18
411,7162.684535,18,2,12
411,7247.666678,18,1,5
412,432.0,14,23,138
412,601.071322,8,23,137
412,709.727711,10,23,137
412,1227.583711,18,21,125
412,2410.584321,1,17,101
412,2606.069575,7,16,96
412,2750.673585,9,16,95
412,2981.124887,20,16,95
412,3293.147088,2,15,89
412,3850.055926,17,12,72
412,4044.133367,11,12,71
412,4345.710716,13,11,65
412,4380.362143,15,11,65
412,5650.758251,3,6,35
412,6647.866446,19,1,5
413,432.0,20,23,138
413,499.273277,10,23,137
413,709.132667,13,23,137
413,1116.813571,16,22,131
413,2801.731086,11,15,89
413,4009.556206,6,11,65
413,4574.027099,7,9,53
413,4819.511648,18,8,47
413,5036.210326,8,8,47
413,5470.673375,12,6,36
413,5567.655518,12,5,30
413,6502.264742,4,3,18
414,609.029377,5,23,137
414,781.388947,2,22,132
414,1281.130905,4,21,125
414,1305.677429,6,21,125
414,1803.500321,13,19,114
414,3445.663778,12,13,77
414,3614.134066,15,12,72
414,4844.831129,19,7,41
414,5310.099858,10,6,36
414,5419.082001,10,5,30
415,629.526372,19,23,137
415,825.447949,20,22,131
415,1932.973279,12,18,107
415,2348.719491,4,17,101
415,2772.946803,1,16,96
415,3097.386869,10,16,95
415,3365.208666,13,15,89
415,3614.063189,14,14,84
415,4862.308453,15,9,54
415,4971.290596,15,8,48
415,6724.858115,17,1,5
416,1311.604088,5,22,131
416,1686.07121,11,21,125
416,1902.124328,8,21,125
416,2254.94989,13,20,119
416,2500.87644,19,19,113
416,2627.858583,19,18,108
416,2864.619717,16,18,107
416,3049.202731,15,18,107
416,4017.402598,17,14,83
416,4690.708908,12,12,71
416,4782.286155,10,12,71
416,6015.393055,18,7,41
416,6320.725141,6,6,36
416,6462.996894,9,6,35
416,6760.053346,14,6,35
417,432.0,14,23,138
417,619.573927,8,23,137
417,934.471605,11,22,131
417,1323.228967,7,21,125
417,1568.960072,18,21,125
417,1627.542437,9,21,125
417,2147.89933,3,20,119
417,2476.019308,17,19,113
417,3241.725883,6,16,95
417,4883.402531,13,9,53
417,5510.824574,5,6,36
417,5607.358151,4,6,35
417,5607.358151,5,6,36
417,5618.980838,5,6,36
418,580.333506,19,23,137
418,886.156705,2,22,132
418,1104.891221,16,22,131
418,1606.618828,8,20,119
418,2201.971502,15,18,107
418,2922.177729,13,15,90
418,3043.159872,13,14,84
418,3854.784951,14,12,71
418,4996.780114,11,8,47
418,5026.498372,20,8,47
418,5180.700829,3,7,42
418,6205.208837,10,6,35
418,6428.220143,4,5,30
418,6507.202286,4,4,24
419,432.0,13,23,138
419,601.568366,20,23,137
419,1641.910506,2,19,114
419,1641.910506,4,19,114
419,1694.511796,4,19,114
419,1904.182042,12,19,113
419,3725.011808,6,12,71
419,3910.533936,19,11,65
419,4283.302862,7,10,59
419,4558.233911,1,10,59
419,4916.380189,11,9,53
419,5372.792936,8,8,47
419,5455.501672,9,7,42
419,5546.483815,9,6,36
419,6416.735415,10,5,30
420,870.764753,18,22,131
420,1517.65185,14,20,119
420,2917.847594,5,15,89
420,3151.673129,1,14,84
420,3758.754556,7,13,77
420,3990.394824,2,13,77
420,4169.298329,3,12,72
420,4169.298329,4,12,72
420,4252.313939,3,12,72
420,4438.362565,15,12,71
420,4832.855389,16,11,65
420,5059.001155,11,11,65
420,6995.471213,13,3,17
421,548.429244,20,23,137
421,2455.930099,18,16,95
421,2922.54685,2,15,89
421,3122.197008,5,15,89
421,3259.821075,11,15,89
421,3843.81999,16,13,78
421,3970.802133,16,12,72
421,4665.404157,10,11,65
421,4871.497662,9,10,60
421,5147.488931,17,9,53
421,5256.471074,17,8,48
421,5636.186029,1,8,47
421,5784.115215,19,7,41
421,6288.87139,13,5,30
421,6379.853533,13,4,24
421,6661.338626,6,3,18
421,6772.818075,3,3,17
421,6772.818075,6,3,18
421,6784.473299,6,3,18
421,7091.699232,4,2,12
422,481.745335,9,23,137
422,555.311782,18,23,137
422,709.068495,7,23,137
422,1050.899411,3,22,131
422,1215.595157,1,21,126
422,1348.5773,1,20,120
422,1530.962042,16,20,119
422,1665.19005,13,20,119
422,2243.563761,12,19,113
422,3643.405716,19,12,71
422,4012.105701,5,11,65
422,4478.713843,11,10,59
423,432.0,3,23,138
423,960.088623,2,22,131
423,1307.534421,15,21,125
423,1616.938622,8,20,119
423,2004.250618,4,19,113
423,2226.84453,18,18,108
423,4519.563365,9,8,48
423,4862.180357,17,7,41
423,5414.767938,11,5,30
423,5517.750081,11,4,24
423,5747.014295,1,4,23
423,5986.402428,6,3,17
424,432.0,15,23,138
424,1298.449257,17,20,119
424,1644.273685,16,19,113
424,3081.229069,14,14,83
424,3361.624437,4,13,77
424,3648.299145,3,12,71
424,4415.706544,6,11,65
424,5576.456499,10,6,36
424,5685.438642,10,5,30
424,5685.438642,12,5,30
424,5760.262679,10,5,30
424,5993.288514,20,5,29
424,6421.175158,1,3,18
425,489.173405,3,23,137
425,806.487129,17,23,137
425,943.189936,15,22,132
425,1279.459623,19,21,125
425,1366.100025,11,21,125
425,1708.135991,9,20,119
425,2199.876498,5,19,113
425,3210.564775,10,15,89
425,3319.696599,14,15,89
425,3414.915602,18,14,84
425,3943.529548,16,12,71
425,5352.534539,4,7,41
425,6360.829052,7,3,17
426,432.0,7,23,138
426,613.523371,14,23,137
426,1003.233655,18,22,131
426,2554.896243,10,16,95
426,2818.412839,8,15,89
426,2961.223345,19,15,89
426,3837.536786,2,11,66
426,4246.407728,6,10,59
426,4601.131396,16,9,53
426,4756.434547,11,8,48
426,6043.083014,13,3,17
426,6341.349632,17,3,17
426,6833.280443,15,1,6
427,582.521131,5,23,137
427,709.243661,12,23,137
427,1275.38794,3,21,126
427,1487.752501,2,21,125
427,1853.284386,6,20,119
427,2723.520192,20,16,96
427,3137.468155,17,15,89
427,3897.063637,14,12,71
427,4740.081814,18,9,53
427,5169.609112,16,8,48
428,432.0,8,23,138
428,511.73822,8,23,138
428,511.73822,13,23,137
428,523.059421,8,23,138
428,754.871597,12,23,137
428,1077.135049,2,22,131
428,1474.544556,9,21,125
428,1813.210411,1,20,119
428,2942.918472,11,15,89
428,3349.803461,7,14,83
428,5462.010796,15,5,29
429,486.414471,10,23,137
429,674.36894,15,23,137
429,1535.119441,8,20,119
429,1889.41785,7,19,113
429,1939.873575,20,19,113
429,2329.65257,13,18,107
429,3106.672768,14,15,89
429,3679.632628,4,13,77
429,4749.561152,12,10,59
429,5312.295173,9,9,53
430,794.822113,20,22,131
430,996.782476,6,22,131
430,1517.88946,1,20,119
430,1736.282141,16,19,113
430,3168.880709,10,18,107
430,3493.44325,9,16,95
430,3630.421286,19,16,95
430,3899.340021,14,15,89
430,4025.735554,7,15,89
430,6695.886419,8,2,11
431,546.23034,18,23,137
431,1149.2967,4,21,125
431,1421.398293,1,20,119
431,2125.995208,11,18,107
431,2522.315926,8,17,101
431,2705.29484,5,16,96
431,2833.076484,20,16,95
431,3306.545398,7,14,83
431,3668.308143,9,13,77
431,5402.429459,10,5,29
431,5481.900921,14,5,29
431,5518.663786,12,5,29
431,5706.394028,6,4,24
432,546.954269,19,23,137
432,577.779885,15,23,137
432,762.853361,1,23,137
432,919.758057,18,22,132
432,1021.752572,8,22,131
432,1021.752572,18,22,132
432,1031.426566,18,22,132
432,1556.363758,11,21,125
432,1953.786752,13,20,119
432,1979.095735,10,20,119
432,2707.598475,14,17,101
432,3816.431011,16,14,83
432,5558.129088,2,6,35
433,432.0,13,23,138
433,769.036463,12,23,137
433,970.347973,3,22,132
433,1054.088393,3,22,132
433,1054.088393,11,22,131
433,1063.890516,3,22,132
433,1088.840421,3,22,132
433,1088.840421,14,22,131
433,1137.943146,3,22,132
433,1154.908698,3,22,132
433,1211.121243,3,22,132
433,1211.121243,6,22,131
433,1222.240452,3,22,132
433,1400.085787,3,21,126
433,1683.085787,3,20,120
433,1810.06793,3,19,114
433,1958.857219,3,19,114
433,1970.876657,3,19,114
433,1970.876657,18,19,113
433,1987.412363,3,19,114
433,2134.999338,3,18,108
433,2411.999338,3,17,102
433,2411.999338,9,17,102
433,2555.05424,3,17,102
433,2710.685038,3,16,96
433,2825.667181,3,15,90
433,3100.35037,3,14,84
433,3371.35037,3,13,78
433,3486.332513,3,12,72
433,3761.015702,3,11,66
433,4032.015702,3,10,60
433,4032.015702,19,10,60
433,4128.102789,3,10,60
433,4165.318747,3,10,60
433,4165.318747,16,10,59
433,4229.54255,3,10,60
433,4374.878475,3,9,54
433,4504.334596,3,9,54
433,4504.334596,17,9,53
433,4514.307019,3,9,54
433,4777.507576,3,8,48
433,4777.507576,7,8,48
433,4777.507576,2,8,48
433,4925.983404,3,8,48
433,4925.983404,7,8,48
433,5130.722212,3,8,48
433,5347.651409,4,8,47
434,432.0,12,23,138
434,454.424191,12,23,138
434,472.100583,12,23,138
434,472.100583,18,23,137
434,496.667676,12,23,138
434,659.009684,14,23,137
434,911.963962,20,23,137
434,1031.277282,11,23,137
434,1162.160646,19,22,131
434,1362.247423,9,22,131
434,1762.328919,7,21,125
434,2306.597066,15,20,119
434,3334.419842,17,16,95
434,3370.212125,6,16,95
435,432.0,20,23,138
435,589.13462,3,23,137
435,589.13462,20,23,138
435,600.29046,20,23,138
435,610.255765,12,23,137
435,610.255765,20,23,138
435,620.386035,20,23,138
435,688.172864,13,23,137
435,858.461875,10,23,137
435,1021.33518,15,23,137
435,1298.384121,5,22,131
435,1636.421176,18,21,125
435,1987.518728,14,20,119
435,3899.732791,2,13,78
435,4212.689071,8,12,72
435,4303.671214,8,11,66
435,6204.035194,1,4,23
436,589.639781,13,23,137
436,947.401702,17,22,131
436,1643.742764,7,20,119
436,2444.35272,6,17,101
436,2986.39913,15,15,89
436,3290.255186,4,14,83
436,3699.001469,8,13,77
436,4460.540404,19,10,59
436,4983.492514,20,8,47
437,676.751926,3,23,137
437,2668.750916,1,15,89
437,2852.267725,8,15,89
437,2931.613607,6,15,89
437,3493.430941,12,13,78
437,3978.464927,15,12,71
437,4603.320071,20,10,59
437,5129.126946,14,8,48
437,5285.461108,5,8,47
437,5752.438875,17,7,41
437,6003.858764,11,6,35
437,7214.06056,2,2,11
437,7395.751446,19,1,5
438,645.927856,9,23,137
438,970.243787,14,22,131
438,1073.649546,6,22,131
438,1411.445223,8,21,125
438,1477.299866,4,21,125
438,2672.845071,20,16,95
438,2896.196367,18,16,95
438,5555.817311,1,6,35
438,6725.563979,10,1,5
438,6747.889128,17,1,5
439,432.0,8,23,138
439,586.775128,20,23,137
439,793.181136,3,23,137
439,1202.771876,19,22,131
439,2153.128524,9,18,107
439,3779.724947,2,12,71
439,4251.132977,4,11,65
439,4769.907731,15,9,53
439,4861.257153,7,8,48
439,5197.560143,16,8,47
439,6184.42491,14,4,23
440,488.771138,4,23,137
440,646.46726,17,23,137
440,767.922568,19,23,137
440,1021.257469,13,23,137
440,2137.362249,7,21,125
440,2393.507475,5,20,119
440,2783.415501,14,19,113
440,3824.045784,9,16,95
440,5085.877846,3,9,54
440,5213.393845,6,9,53
441,432.0,16,23,138
441,539.390089,10,23,137
441,539.390089,16,23,138
441,555.813721,16,23,138
441,771.948482,16,22,132
441,922.930625,16,21,126
441,1107.538209,16,21,126
441,1107.538209,9,21,125
441,1118.741149,16,21,126
441,1294.541681,2,20,120
441,1294.541681,8,20,120
441,1294.541681,16,20,120
441,1416.173798,8,20,120
441,1416.173798,16,20,120
441,1462.213485,16,20,120
441,1478.23745,12,20,119
441,1478.23745,16,20,120
441,1484.727142,16,20,120
441,1628.647571,11,19,114
441,1628.647571,16,19,114
441,1628.647571,5,19,114
441,1792.943305,16,19,114
441,1792.943305,5,19,114
441,1903.481886,5,19,114
441,1978.50029,5,19,114
441,2091.92206,4,19,113
441,2091.92206,5,19,114
441,2102.202497,5,19,114
441,2142.46015,6,19,113
441,2142.46015,5,19,114
441,2209.389588,5,19,114
441,2322.932855,5,18,108
441,2380.559152,5,18,108
441,2491.883878,5,18,108
441,2491.883878,13,18,107
441,2503.931297,5,18,108
441,2622.298739,5,17,102
441,2642.771897,5,17,102
441,2642.771897,18,17,101
441,2668.910297,5,17,102
441,2788.396369,5,16,96
441,3039.079558,5,15,90
441,3286.079558,5,14,84
441,3377.061701,5,13,78
441,3627.74489,5,12,72
441,3874.74489,5,11,66
441,3965.727033,5,10,60
441,5031.719992,1,7,42
441,5181.947704,17,6,36
442,432.0,2,23,138
442,751.885151,20,23,137
442,992.080098,17,22,132
442,1115.855849,17,22,132
442,1115.855849,6,22,131
442,1126.808971,17,22,132
442,1166.822076,17,22,132
442,1166.822076,5,22,131
442,1232.887624,17,22,132
442,1332.105571,17,21,126
442,1465.087714,17,20,120
442,1757.770903,17,19,114
442,2046.770903,17,18,108
442,2179.753046,17,17,102
442,2472.436235,17,16,96
442,2761.436235,17,15,90
442,3496.363241,1,14,83
442,4107.284847,10,11,65
442,4655.988598,9,9,53
442,5461.510335,8,5,30
443,603.720968,13,23,137
443,791.085222,6,22,132
443,1028.359783,2,22,131
443,1178.901632,15,21,126
443,1450.25425,11,21,125
443,1707.330545,7,20,119
443,1979.530772,19,19,113
443,3246.483623,1,14,83
443,3282.744448,17,14,83
443,5667.540837,20,3,17
444,615.818755,19,23,137
444,1084.296646,12,21,125
444,2782.281479,8,15,89
444,2959.634948,3,14,84
444,3968.331417,9,13,77
444,4977.374865,6,9,53
444,5168.092719,11,8,48
444,5827.48272,7,7,41
444,6919.62786,16,2,12
444,7011.840186,16,2,12
445,507.120652,14,23,137
445,534.203508,4,23,137
445,702.802226,1,23,137
445,1549.446103,20,20,119
445,3198.395387,8,14,83
445,4302.007423,19,11,65
445,4497.207073,9,10,60
445,4895.426955,17,9,53
445,5253.977717,11,8,47
446,432.0,1,23,138
446,488.660362,1,23,138
446,488.660362,11,23,137
446,575.959543,1,23,138
446,726.469067,15,23,137
446,976.347818,8,22,132
446,1060.680187,18,22,131
446,1908.814104,4,19,113
446,3083.462095,2,16,95
446,4444.155347,20,10,60
446,4858.363975,10,9,53
446,5207.558248,7,9,53
446,5677.149693,17,7,41
446,6367.227907,19,4,23
447,557.452872,9,23,137
447,736.800894,17,23,137
447,777.195716,19,23,137
447,1436.469371,8,21,125
447,1633.319291,14,20,120
447,2905.162705,16,15,89
447,3396.35234,1,13,78
447,3517.334483,1,12,72
447,3846.632854,2,11,66
447,3846.632854,4,11,66
447,3969.555134,4,11,66
447,4592.161537,13,10,59
447,5621.34344,5,4,24
447,5867.68878,11,3,18
447,6118.648842,3,2,12
447,6197.630985,3,1,6
448,432.0,6,23,138
448,432.0,15,23,138
448,539.287101,6,23,138
448,587.396326,6,23,138
448,587.396326,9,23,137
448,673.067773,6,23,138
448,804.720446,1,23,137
448,1105.085285,13,22,131
448,1274.126089,2,22,131
448,2156.243307,5,18,108
448,2452.672116,18,17,102
448,3280.484672,12,14,84
448,3341.304069,11,14,83
448,3341.304069,12,14,84
448,3351.127075,12,14,84
448,4118.426422,10,13,77
448,4340.746652,17,13,77
448,5770.700259,19,6,35
449,432.0,6,23,138
449,432.0,19,23,137
449,492.272067,2,23,137
449,492.272067,6,23,138
449,492.272067,19,23,138
449,504.010941,6,23,138
449,504.010941,19,23,138
449,580.478493,6,23,138
449,698.40353,6,23,138
449,698.40353,9,23,137
449,709.852187,6,23,138
449,904.441253,6,22,132
449,1068.685285,6,22,132
449,1068.685285,14,22,131
449,1075.165772,6,22,132
449,1206.602948,6,21,126
449,1256.237832,6,21,126
449,1328.976915,6,21,126
449,1328.976915,1,21,125
449,1340.917015,6,21,126
449,1438.933715,6,21,126
449,1438.933715,15,21,125
449,1593.129162,6,21,126
449,1726.809238,6,20,120
449,1790.470022,6,20,120
449,1905.592731,6,20,120
449,1905.592731,16,20,119
449,1918.291401,6,20,120
449,2037.540612,6,19,114
449,2152.522755,6,18,108
449,2427.205944,6,17,102
449,2698.205944,6,16,96
449,2813.188087,6,15,90
449,3087.871276,6,14,84
449,3358.871276,6,13,78
449,3473.853419,6,12,72
449,3748.536608,6,11,66
449,4019.536608,6,10,60
449,4134.518751,6,9,54
449,4338.114596,6,9,54
449,4444.348299,6,8,48
449,4605.610068,6,8,48
449,4605.610068,13,8,47
449,4667.082911,6,8,48
449,4698.368477,6,8,48
449,4747.765809,4,8,47
449,4747.765809,6,8,48
449,4757.64469,6,8,48
449,4889.956153,6,7,42
449,5257.534969,3,6,36
450,432.0,12,23,138
450,432.0,17,23,138
450,602.224923,17,23,138
450,1159.946743,3,22,131
450,1540.662664,10,21,125
450,1670.143108,15,20,120
450,2187.39534,8,19,113
450,2282.951741,14,19,113
450,2527.189358,2,18,107
450,3259.024627,19,15,89
450,4837.890479,6,8,47
450,5658.806358,5,4,24
450,5721.766056,16,4,23
450,5721.766056,5,4,24
450,5732.714501,5,4,24
451,545.5117,20,23,137
451,579.799154,18,23,137
451,1920.955627,12,18,107
451,2394.241953,9,16,96
451,2805.695009,19,15,89
451,3253.111189,15,14,83
451,3351.52784,13,14,83
451,4860.870835,8,8,47
451,6414.516411,4,2,12
452,700.915396,6,23,137
452,976.99612,20,22,131
452,1115.939665,3,22,131
452,1347.954685,8,22,131
452,1637.28059,12,20,120
452,3645.602648,16,14,83
452,3888.74339,5,14,83
452,4892.493484,15,9,54
452,5192.952336,1,8,48
453,584.764619,9,23,137
453,779.684773,20,22,131
453,1198.906928,16,22,131
453,1565.939441,12,21,125
453,1930.800581,11,19,113
453,2171.297257,13,19,113
453,3328.692484,3,15,89
453,4557.695346,8,10,60
453,4680.719769,8,10,60
453,4680.719769,19,10,59
453,4692.018939,8,10,60
453,4737.92181,8,10,60
453,4810.932608,8,10,60
453,4810.932608,10,10,59
453,4822.239355,8,10,60
453,4915.872937,8,9,54
453,5933.552041,4,5,30
453,6476.435882,18,3,17
454,432.0,10,23,138
454,690.76302,5,23,137
454,751.802438,9,23,137
454,869.891307,17,23,137
454,931.977956,16,23,137
454,1158.108432,11,22,132
454,1444.015309,6,22,131
454,1675.545664,7,21,126
454,2172.108691,14,20,119
454,2323.684614,12,20,119
454,3899.746306,1,13,77
454,4850.598362,18,9,53
454,5229.264457,20,8,47
454,5376.606222,15,8,47
455,724.196571,18,23,137
455,1051.044237,6,22,131
455,2792.733795,1,15,90
455,3448.288662,19,14,83
455,3535.985264,15,14,83
455,4366.421052,8,11,65
455,4738.518286,5,10,59
455,5207.001078,13,8,48
455,6395.880719,3,5,29
455,7377.212522,16,1,5
456,524.743377,6,23,137
456,658.103809,17,23,137
456,833.858869,18,22,132
456,1243.153913,7,21,125
456,1773.164944,1,19,113
456,2566.111987,4,16,95
456,2668.353101,2,16,95
456,2991.895068,3,15,89
456,3194.954287,12,14,84
456,3437.014844,9,14,83
457,574.186244,20,23,137
457,784.751343,19,22,131
