id,step,node,probability_range,mean_probability
913,8,2,0.0001478905112546336,0.09504029354498393
913,8,3,5.838739961960826e-05,0.17596376950746387
913,8,4,8.345051180358443e-05,0.16237086178202564
913,8,5,0.0001712551033803411,0.18912440866973343
913,8,6,0.00019455556928449358,0.1943926910534318
913,8,7,0.0003239666872330016,0.18080068702653063
913,8,8,0.0004698475068211083,0.20452217691496244
913,8,9,0.00035867747325235566,0.3894428859763532
913,8,10,0.0001864571865908271,0.4203057928511979
913,8,11,0.0002286836399112424,0.6480840499653997
913,8,12,0.00015602307914397429,0.6411160387712197
913,8,13,7.058575027141245e-05,0.5565105239206678
913,8,14,9.670059080668647e-05,0.6962363802794534
913,8,15,0.00016469698544763212,0.6636415807324031
913,8,16,0.00017771701912849824,0.5657187982277447
916,7,0,0.00013552895002988397,0.43722720960699596
916,7,1,0.00017811909819398508,0.7465830616911932
916,7,2,0.00013568294578969464,0.7066511255345321
916,7,3,0.00013435897110469774,0.7706092250363836
916,7,4,6.17243907889975e-05,0.8400209578576588
916,7,5,5.898839812312762e-05,0.7963820089932533
916,7,6,0.00027157811344091787,0.7763618118298726
916,7,7,0.00010888733485725499,0.9003303710393536
916,7,8,0.0001271751450682146,0.8400886715771572
916,7,9,0.00011254317810860393,0.7963328414098134
916,7,10,0.00019308404172191374,0.7707262237276975
916,7,11,0.0001280691723233307,0.7465746501696401
916,7,12,0.00014959069557762827,0.706735237272528
916,7,13,0.0009233581067731311,0.43713693607568155
916,7,14,0.00037797697484232007,0.5942060279909528
916,7,15,0.00023286801070787622,0.8776671156707277
916,7,16,0.00017997558065385721,0.8776290606310027
916,7,17,0.0003668740148837779,0.5941808319910741
917,19,0,7.571875816958507e-05,0.11411873917299771
