seed,stress,variant,total,cleared,clear_rate,error,mean_time_per_source,distance,fallback_count,grid_points,clear_attempts,optical_clear_attempts,diagnostic_count,detect_count,switch_count,runtime,config_hash
12,random,P4_current,14,14,1.0,,3093.9703594384487,192957.9251606915,3,729,455,444,0,562,521,2.0252572999997938,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
12,random,P4_diagnostic_v1,14,14,1.0,,891.9390968578822,45290.736780051746,0,0,14,0,5,567,524,2.263045100000454,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
12,random,P4_diagnostic_v2,14,14,1.0,,887.9401522939954,45010.810660579664,0,0,14,0,5,567,524,3.4736038999999437,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
12,random,P4_route_only,14,14,1.0,,1060.392242227919,51972.45695595433,3,729,364,353,0,562,521,1.7477777999993123,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
13,edge,P4_current,16,16,1.0,,1228.1048973685267,78223.39178948222,1,235,154,139,0,593,546,2.3637004000011075,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
13,edge,P4_diagnostic_v1,16,16,1.0,,734.4181104844829,40733.448838758624,1,15,18,3,1,594,548,2.504187800001091,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
13,edge,P4_diagnostic_v2,16,16,1.0,,734.910531481368,40752.84251850943,0,0,16,0,3,596,548,3.3351001999999426,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
13,edge,P4_route_only,16,16,1.0,,730.72904438354,40338.32355068319,1,235,27,12,0,593,546,2.3630792000003566,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
14,bias,P4_current,11,11,1.0,,1010.0734671253499,39464.04069189423,0,0,11,0,0,535,488,1.2277838999998494,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
14,bias,P4_diagnostic_v1,11,11,1.0,,1010.0734671253499,39464.04069189423,0,0,11,0,0,535,488,1.2002993999994942,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
14,bias,P4_diagnostic_v2,11,11,1.0,,1010.0734671253499,39464.04069189423,0,0,11,0,0,535,488,1.2665906000001996,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
14,bias,P4_route_only,11,11,1.0,,1010.0734671253499,39464.04069189423,0,0,11,0,0,535,488,1.2485388000004605,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
15,cluster,P4_current,16,16,1.0,,657.3474355042118,35732.79484033691,1,57,16,1,0,556,511,1.3027312999984133,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
15,cluster,P4_diagnostic_v1,16,16,1.0,,662.9570713792228,36151.565710337796,0,0,16,0,1,557,512,1.3971394000000146,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
15,cluster,P4_diagnostic_v2,16,16,1.0,,661.0086168594125,35995.689348752974,0,0,16,0,1,557,512,1.6188051999997697,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
15,cluster,P4_route_only,16,16,1.0,,663.644328147041,36041.54625176325,1,57,29,14,0,556,511,1.2793921999982558,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
16,random,P4_current,13,13,1.0,,904.0836719433994,43285.43867632097,1,15,15,3,0,513,460,2.035066399999778,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
16,random,P4_diagnostic_v1,13,13,1.0,,906.0529194768586,43418.4397659958,0,0,13,0,1,514,460,2.424865300001329,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
16,random,P4_diagnostic_v2,13,13,1.0,,906.0529194768586,43418.4397659958,0,0,13,0,1,514,460,3.102600500000335,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
16,random,P4_route_only,13,13,1.0,,905.7040765454151,43360.76497545197,1,15,17,5,0,513,460,2.5394821999998385,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
17,edge,P4_current,15,15,1.0,,3201.0015571045174,210305.11678283816,5,1295,817,807,0,587,538,3.165802100000292,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
17,edge,P4_diagnostic_v1,15,15,1.0,,935.3736319453295,50218.02239589969,1,325,142,128,11,598,541,4.086059400000522,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
17,edge,P4_diagnostic_v2,15,15,1.0,,916.3958080866752,48819.685606500585,1,325,142,128,10,597,541,6.841736899999887,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
17,edge,P4_route_only,15,15,1.0,,941.666924319192,48310.019323939385,5,1295,320,310,0,587,538,3.0509677000009106,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
18,bias,P4_current,16,16,1.0,,714.8250420630063,44771.003365040495,0,0,16,0,0,408,363,2.673029800000222,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
18,bias,P4_diagnostic_v1,16,16,1.0,,714.8250420630063,44771.003365040495,0,0,16,0,0,408,363,2.4238619999996445,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
18,bias,P4_diagnostic_v2,16,16,1.0,,714.8250420630063,44771.003365040495,0,0,16,0,0,408,363,2.365879999999379,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
18,bias,P4_route_only,16,16,1.0,,714.8250420630063,44771.003365040495,0,0,16,0,0,408,363,2.1422672999997303,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
19,cluster,P4_current,14,14,1.0,,759.8534780969718,35134.743466788015,1,308,14,1,0,598,551,1.2057939999995142,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
19,cluster,P4_diagnostic_v1,14,14,1.0,,766.8229338046142,35592.605366322976,0,0,14,0,1,599,552,1.2710857000001852,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
19,cluster,P4_diagnostic_v2,14,14,1.0,,766.8229338046142,35592.605366322976,0,0,14,0,1,599,552,1.4952719000011712,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
19,cluster,P4_route_only,14,14,1.0,,780.2267561749024,36170.87293224316,1,308,40,27,0,598,551,1.1927251999986765,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
20,random,P4_current,16,16,1.0,,1759.1487804074693,124381.90243259745,3,998,382,369,0,358,302,1.8803000999996584,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
20,random,P4_diagnostic_v1,16,16,1.0,,804.1574426749211,50897.59541399367,1,385,176,161,7,365,302,2.4295965999990585,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
20,random,P4_diagnostic_v2,16,16,1.0,,728.7937147452566,47268.497179620535,0,0,16,0,7,365,302,4.728039800000261,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
20,random,P4_route_only,16,16,1.0,,820.0557230638605,50694.457845108824,3,998,286,273,0,358,302,2.1714888000005885,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
21,edge,P4_current,12,12,1.0,,1052.5361382318056,43002.168293908355,1,100,84,73,0,633,589,2.103924299999562,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
21,edge,P4_diagnostic_v1,12,12,1.0,,977.6204840470432,39552.22904282257,0,0,12,0,1,634,591,2.1103414000008343,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
21,edge,P4_diagnostic_v2,12,12,1.0,,977.6204840470432,39552.22904282257,0,0,12,0,1,634,591,2.5462448000016593,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
21,edge,P4_route_only,12,12,1.0,,989.034932551363,39807.09595308174,1,100,43,32,0,633,589,2.135671600000933,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
22,bias,P4_current,15,15,1.0,,741.6369116714357,39482.76837535765,0,0,15,0,0,533,488,1.81096400000024,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
22,bias,P4_diagnostic_v1,15,15,1.0,,741.6369116714357,39482.76837535765,0,0,15,0,0,533,488,1.6466887999995379,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
22,bias,P4_diagnostic_v2,15,15,1.0,,741.6369116714357,39482.76837535765,0,0,15,0,0,533,488,1.6932806999993772,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
22,bias,P4_route_only,15,15,1.0,,741.6369116714357,39482.76837535765,0,0,15,0,0,533,488,1.588363600001685,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
23,cluster,P4_current,10,10,1.0,,1099.7221455625108,34586.10727812554,2,141,11,3,0,679,632,1.2499357999986387,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
23,cluster,P4_diagnostic_v1,10,10,1.0,,1108.6376160030873,34986.88080015435,0,0,10,0,2,681,634,1.3994184999992285,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
23,cluster,P4_diagnostic_v2,10,10,1.0,,1109.6945000208668,35039.725001043334,0,0,10,0,2,681,634,1.8728175000014744,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
23,cluster,P4_route_only,10,10,1.0,,1134.7919105020471,35709.59552510235,2,141,53,45,0,679,632,1.3056171000007453,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
24,random,P4_current,12,12,1.0,,913.8525353442392,38561.15212065433,1,15,19,8,0,537,488,1.6383415999989666,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
24,random,P4_diagnostic_v1,12,12,1.0,,910.144795000058,38413.687700003466,0,0,12,0,1,538,489,1.6389869999984512,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
24,random,P4_diagnostic_v2,12,12,1.0,,910.144795000058,38413.687700003466,0,0,12,0,1,538,489,2.0474052999998094,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
24,random,P4_route_only,12,12,1.0,,911.4258578709913,38460.55147225946,1,15,16,5,0,537,488,1.7916729000007763,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
25,edge,P4_current,13,13,1.0,,1037.617330270224,45660.12646756457,3,232,99,89,0,680,634,2.4451226000001043,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
25,edge,P4_diagnostic_v1,13,13,1.0,,919.851572241232,39200.352195680076,0,0,13,0,3,683,638,2.466432500001247,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
25,edge,P4_diagnostic_v2,13,13,1.0,,919.5312272788894,39154.52977312782,0,0,13,0,4,684,638,3.333847500000047,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
25,edge,P4_route_only,13,13,1.0,,927.3970442535593,39200.80787648136,3,232,52,42,0,680,634,2.1563026000003447,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
26,bias,P4_current,16,16,1.0,,722.2112588498873,44081.900707990964,2,417,38,24,0,439,398,1.6843456999995396,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
26,bias,P4_diagnostic_v1,16,16,1.0,,714.5174019168942,43671.39215335152,0,0,16,0,5,444,398,1.8680616999990889,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
26,bias,P4_diagnostic_v2,16,16,1.0,,721.2551683626409,44260.413469011255,0,0,16,0,3,442,398,2.477901899999779,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
26,bias,P4_route_only,16,16,1.0,,795.6645943089367,47378.16754471493,2,417,210,196,0,439,398,1.6336050999998406,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
27,cluster,P4_current,10,10,1.0,,1094.3006047554168,34130.03023777083,0,0,10,0,0,686,637,1.1811894000002212,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
27,cluster,P4_diagnostic_v1,10,10,1.0,,1094.3006047554168,34130.03023777083,0,0,10,0,0,686,637,1.1828608000014356,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
27,cluster,P4_diagnostic_v2,10,10,1.0,,1094.3006047554168,34130.03023777083,0,0,10,0,0,686,637,1.1595199999992474,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
27,cluster,P4_route_only,10,10,1.0,,1094.3006047554168,34130.03023777083,0,0,10,0,0,686,637,1.135565200000201,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
28,random,P4_current,14,14,1.0,,1311.8771304435286,72471.3991310471,1,308,162,149,0,567,523,1.4632968999994773,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
28,random,P4_diagnostic_v1,14,14,1.0,,826.0570134952258,40628.990944665784,0,0,14,0,2,569,524,1.5879308999992645,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
28,random,P4_diagnostic_v2,14,14,1.0,,826.0570134952258,40628.990944665784,0,0,14,0,2,569,524,2.0406082999998034,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
28,random,P4_route_only,14,14,1.0,,870.7239954075948,42310.67967853162,1,308,114,101,0,567,523,1.4481794999992417,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
29,edge,P4_current,16,16,1.0,,2215.6930410423124,153450.44328338522,3,634,464,451,0,563,522,1.487250000000131,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
29,edge,P4_diagnostic_v1,16,16,1.0,,697.4454495253307,38590.635962026434,0,0,16,0,4,567,526,1.7994939000000159,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
29,edge,P4_diagnostic_v2,16,16,1.0,,695.348254022494,38397.860321799504,0,0,16,0,5,568,526,3.0264686999998958,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
29,edge,P4_route_only,16,16,1.0,,689.3354577337387,37791.836618699075,3,634,34,21,0,563,522,1.5549145999993925,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
30,bias,P4_current,10,10,1.0,,1191.9276937508296,42116.38468754146,0,0,10,0,0,582,536,1.2761669999999867,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
30,bias,P4_diagnostic_v1,10,10,1.0,,1191.9276937508296,42116.38468754146,0,0,10,0,0,582,536,1.2692987999998877,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
30,bias,P4_diagnostic_v2,10,10,1.0,,1191.9276937508296,42116.38468754146,0,0,10,0,0,582,536,1.2499489000001631,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
30,bias,P4_route_only,10,10,1.0,,1191.9276937508296,42116.38468754146,0,0,10,0,0,582,536,1.246471799999199,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
31,cluster,P4_current,13,13,1.0,,823.6915596060227,34599.95137439146,1,100,13,1,0,628,583,1.1810065999998187,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
31,cluster,P4_diagnostic_v1,13,13,1.0,,830.2326840163931,34995.124461065534,0,0,13,0,1,629,584,1.2500892000007298,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
31,cluster,P4_diagnostic_v2,13,13,1.0,,827.9835224783844,34848.92896109496,0,0,13,0,1,629,584,1.517623600000661,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
31,cluster,P4_route_only,13,13,1.0,,847.4056487801065,35556.36717070691,1,100,52,40,0,628,583,1.2238252000006469,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
32,random,P4_current,16,16,1.0,,901.393360878944,58151.468870315366,1,385,272,257,0,332,284,1.273949200000061,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
32,random,P4_diagnostic_v1,16,16,1.0,,654.2694694087309,41941.55755269846,1,40,29,14,3,335,286,1.5152553999996599,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
32,random,P4_diagnostic_v2,16,16,1.0,,654.2694694087309,41941.55755269846,1,40,29,14,3,335,286,2.1626801999991585,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
