seed,stress,variant,total,cleared,clear_rate,error,mean_time_per_source,distance,fallback_count,grid_points,clear_attempts,optical_clear_attempts,diagnostic_count,detect_count,switch_count,runtime,config_hash
65,edge,P4_route_only,11,11,1.0,,1073.0594909466822,38603.27200206752,0,0,11,0,0,678,638,2.0251277000006667,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
66,bias,P4_current,16,16,1.0,,701.1250682613943,41170.00546091155,0,0,16,0,0,491,449,2.565191900001082,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
66,bias,P4_diagnostic_v1,16,16,1.0,,701.1250682613943,41170.00546091155,0,0,16,0,0,491,449,2.7678427999999258,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
66,bias,P4_diagnostic_v2,16,16,1.0,,701.1250682613943,41170.00546091155,0,0,16,0,0,491,449,2.662941000000501,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
66,bias,P4_route_only,16,16,1.0,,701.1250682613943,41170.00546091155,0,0,16,0,0,491,449,2.7201534000014362,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
67,cluster,P4_current,15,15,1.0,,706.4019492282904,35400.146192121785,1,308,15,1,0,581,536,2.0503753000011784,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
67,cluster,P4_diagnostic_v1,15,15,1.0,,712.9543705296871,35861.57778972654,0,0,15,0,1,582,537,2.054109000000608,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
67,cluster,P4_diagnostic_v2,15,15,1.0,,712.9543705296871,35861.57778972654,0,0,15,0,1,582,537,2.349396000001434,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
67,cluster,P4_route_only,15,15,1.0,,725.3866969034414,36434.00226775811,1,308,41,27,0,581,536,1.6756700999994791,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
68,random,P4_current,13,13,1.0,,855.4851771924276,38866.53651750779,0,0,13,0,0,554,513,1.4970420999998169,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
68,random,P4_diagnostic_v1,13,13,1.0,,855.4851771924276,38866.53651750779,0,0,13,0,0,554,513,1.4094801000010193,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
68,random,P4_diagnostic_v2,13,13,1.0,,855.4851771924276,38866.53651750779,0,0,13,0,0,554,513,1.6572250000008353,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
68,random,P4_route_only,13,13,1.0,,855.4851771924276,38866.53651750779,0,0,13,0,0,554,513,1.6396420000000944,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
69,edge,P4_current,10,10,1.0,,2393.3675492718676,96753.37746359328,1,235,229,220,0,653,611,1.599244799999724,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
69,edge,P4_diagnostic_v1,10,10,1.0,,1168.8415026620612,38757.075133103055,0,0,10,0,2,655,612,1.781747399998494,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
69,edge,P4_diagnostic_v2,10,10,1.0,,1170.900286366424,38835.01431832119,0,0,10,0,3,656,612,2.622054499999649,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
69,edge,P4_route_only,10,10,1.0,,1317.912667823212,42920.63339116059,1,235,233,224,0,653,611,1.442777099999148,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
70,bias,P4_current,14,14,1.0,,807.940374834509,41245.826238415626,1,28,17,4,0,505,458,1.7191831000000093,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
70,bias,P4_diagnostic_v1,14,14,1.0,,809.9316188613957,41395.213320297706,0,0,14,0,1,506,460,1.7899627999995573,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
70,bias,P4_diagnostic_v2,14,14,1.0,,809.9316188613957,41395.213320297706,0,0,14,0,1,506,460,2.160106099998302,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
70,bias,P4_route_only,14,14,1.0,,809.9688658231167,41312.82060761817,1,28,22,9,0,505,458,1.7216917000005196,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
71,cluster,P4_current,16,16,1.0,,670.1161805385203,35674.29444308161,2,320,21,7,0,590,542,2.0074556999989,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
71,cluster,P4_diagnostic_v1,16,16,1.0,,676.7730805033773,36226.846440270165,0,0,16,0,2,592,543,2.2887487999996665,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
71,cluster,P4_diagnostic_v2,16,16,1.0,,678.4188256523629,36358.50605218901,0,0,16,0,2,592,543,3.1287728999996034,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
71,cluster,P4_route_only,16,16,1.0,,687.3078061843647,36674.62449474917,2,320,46,32,0,590,542,2.087580600000365,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
72,random,P4_current,16,16,1.0,,716.7680014565883,44786.44011652707,0,0,16,0,0,413,366,2.1356120000000374,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
72,random,P4_diagnostic_v1,16,16,1.0,,716.7680014565883,44786.44011652707,0,0,16,0,0,413,366,2.242394900000363,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
72,random,P4_diagnostic_v2,16,16,1.0,,716.7680014565883,44786.44011652707,0,0,16,0,0,413,366,2.113271700000041,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
72,random,P4_route_only,16,16,1.0,,716.7680014565883,44786.44011652707,0,0,16,0,0,413,366,2.2441221000008227,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
73,edge,P4_current,15,15,1.0,,910.4172450366688,46886.29337775021,2,168,127,114,0,652,608,2.850258299999041,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
73,edge,P4_diagnostic_v1,15,15,1.0,,820.6158492089388,41736.18869067038,0,0,15,0,3,655,612,3.1530118999999104,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
73,edge,P4_diagnostic_v2,15,15,1.0,,820.6158492089388,41736.18869067038,0,0,15,0,3,655,612,4.127648199999385,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
73,edge,P4_route_only,15,15,1.0,,861.1005449756015,43142.54087317009,2,168,130,117,0,652,608,2.8560133000009955,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
74,bias,P4_current,11,11,1.0,,2497.9250404681716,115145.8772257493,2,693,405,396,0,543,496,1.7858713000005082,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
74,bias,P4_diagnostic_v1,11,11,1.0,,1085.9591160096954,43262.751380533235,0,0,11,0,5,548,498,2.0989895000002434,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
74,bias,P4_diagnostic_v2,11,11,1.0,,1064.6128821999373,42113.70852099655,0,0,11,0,4,547,498,3.295528299999205,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
74,bias,P4_route_only,11,11,1.0,,1332.929960439018,50051.147824145984,2,693,473,464,0,543,496,1.7361590000000433,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
75,cluster,P4_current,14,14,1.0,,776.1581742571015,35606.0721979971,1,385,14,1,0,620,575,1.8707439999998314,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
75,cluster,P4_diagnostic_v1,14,14,1.0,,785.7331886478379,36246.32320534866,0,0,14,0,1,621,576,1.8546268999998574,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
75,cluster,P4_diagnostic_v2,14,14,1.0,,785.7331886478379,36246.32320534866,0,0,14,0,1,621,576,2.054969099999653,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
75,cluster,P4_route_only,14,14,1.0,,846.0209674052438,38606.46771836707,1,385,140,127,0,620,575,1.649927000000389,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
76,random,P4_current,13,13,1.0,,878.0308053316738,40742.0023465588,0,0,13,0,0,541,496,1.626378900000418,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
76,random,P4_diagnostic_v1,13,13,1.0,,878.0308053316738,40742.0023465588,0,0,13,0,0,541,496,1.6577223999993294,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
76,random,P4_diagnostic_v2,13,13,1.0,,878.0308053316738,40742.0023465588,0,0,13,0,0,541,496,1.7638646000013978,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
76,random,P4_route_only,13,13,1.0,,878.0308053316738,40742.0023465588,0,0,13,0,0,541,496,1.75612639999963,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
77,edge,P4_current,10,10,1.0,,1233.5380823395076,40356.904116975384,2,391,65,57,0,682,639,1.3739611000000878,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
77,edge,P4_diagnostic_v1,10,10,1.0,,1161.9182305776317,37395.91152888159,1,10,13,4,6,688,641,1.6811720999994577,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
77,edge,P4_diagnostic_v2,10,10,1.0,,1146.8993232608054,36739.966163040284,0,0,10,0,4,686,641,2.6689729999998235,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
77,edge,P4_route_only,10,10,1.0,,1135.9111648484813,36165.55824242408,2,391,19,11,0,682,639,1.22521930000039,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
78,bias,P4_current,15,15,1.0,,1008.6965468109127,59837.241010818434,3,440,139,127,0,460,416,1.7165739000010944,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
78,bias,P4_diagnostic_v1,15,15,1.0,,723.895439585392,40172.15796890438,0,0,15,0,6,466,419,2.307661200000439,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
78,bias,P4_diagnostic_v2,15,15,1.0,,728.3926921224867,40534.45190918649,0,0,15,0,5,465,419,3.399436499999865,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
78,bias,P4_route_only,15,15,1.0,,737.7322938830836,40429.92204123126,3,440,78,66,0,460,416,1.7628268000007665,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
79,cluster,P4_current,10,10,1.0,,1073.2552956330742,33492.76478165369,1,390,10,1,0,672,624,1.385754499999166,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
79,cluster,P4_diagnostic_v1,10,10,1.0,,1095.9797258532562,34548.9862926628,0,0,10,0,3,675,625,1.5944072999991477,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
79,cluster,P4_diagnostic_v2,10,10,1.0,,1100.914475986286,34795.72379931429,0,0,10,0,3,675,625,2.5667145999996137,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
79,cluster,P4_route_only,10,10,1.0,,1179.2709833406523,36753.549167032594,1,390,146,137,0,672,624,1.430821099998866,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
80,random,P4_current,16,16,1.0,,1577.8933591276777,111421.46873021415,5,827,289,278,0,351,308,1.385090300000229,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
80,random,P4_diagnostic_v1,16,16,1.0,,695.4024823358735,44582.19858686987,1,15,23,8,8,359,314,1.68296890000056,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
80,random,P4_diagnostic_v2,16,16,1.0,,695.4024823358735,44582.19858686987,1,15,23,8,8,359,314,4.2321327999998175,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
80,random,P4_route_only,16,16,1.0,,781.0125385593434,48496.00308474746,5,827,234,223,0,351,308,1.2126351999995677,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
81,edge,P4_current,10,10,1.0,,1162.906834050631,37475.34170253158,1,72,27,18,0,679,638,1.2838822999983677,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
81,edge,P4_diagnostic_v1,10,10,1.0,,1147.0714138795774,36903.57069397889,0,0,10,0,1,680,640,1.4049082999990787,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
81,edge,P4_diagnostic_v2,10,10,1.0,,1147.0714138795774,36903.57069397889,0,0,10,0,1,680,640,1.777954299999692,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
81,edge,P4_route_only,10,10,1.0,,1152.5212749464374,36926.06374732189,1,72,29,20,0,679,638,1.3618146000007982,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
82,bias,P4_current,15,15,1.0,,1312.3429594083348,77890.72195562511,1,380,175,161,0,599,557,2.540194100000008,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
82,bias,P4_diagnostic_v1,15,15,1.0,,792.6421677251136,41283.16257938352,0,0,15,0,1,600,558,2.5760518000006414,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
82,bias,P4_diagnostic_v2,15,15,1.0,,792.6421677251136,41283.16257938352,0,0,15,0,1,600,558,2.8087934000013774,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
82,bias,P4_route_only,15,15,1.0,,843.7325047227874,43374.937854209056,1,380,133,119,0,599,557,2.4017081999991206,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
83,cluster,P4_current,15,15,1.0,,675.3082735439067,33908.12051579299,5,930,16,6,0,553,505,1.6362500000013824,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
83,cluster,P4_diagnostic_v1,15,15,1.0,,718.698250783563,36952.36880876721,0,0,15,0,8,561,510,2.0732609999995475,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
83,cluster,P4_diagnostic_v2,15,15,1.0,,709.6760175527548,36215.70131645662,1,8,19,5,8,561,510,4.243930799999362,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
83,cluster,P4_route_only,15,15,1.0,,827.2297046318413,41042.22784738809,5,930,300,290,0,553,505,1.5554569000014453,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
84,random,P4_current,14,14,1.0,,1595.7239685444551,94605.67779811186,1,385,224,211,0,461,414,1.9079769999989367,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
84,random,P4_diagnostic_v1,14,14,1.0,,795.3535382531827,41679.7476777228,0,0,14,0,2,463,414,1.919628499999817,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
84,random,P4_diagnostic_v2,14,14,1.0,,796.645153607428,41745.160752519965,0,0,14,0,3,464,414,2.718267600001127,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
84,random,P4_route_only,14,14,1.0,,923.3021372851788,46606.149609962515,1,385,286,273,0,461,414,1.8247575999994297,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
85,edge,P4_current,14,14,1.0,,831.2015722280876,40784.110055966135,1,57,29,16,0,568,525,1.9779214999998658,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
85,edge,P4_diagnostic_v1,14,14,1.0,,823.1213333474342,40408.493334320374,0,0,14,0,1,569,527,1.9980649999997695,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
85,edge,P4_diagnostic_v2,14,14,1.0,,823.1213333474342,40408.493334320374,0,0,14,0,1,569,527,2.1646748000002844,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
85,edge,P4_route_only,14,14,1.0,,834.273761207891,40759.16328455235,1,57,45,32,0,568,525,1.8812252999996417,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
86,bias,P4_current,16,16,1.0,,974.7423746772428,62709.389974179445,1,300,128,113,0,447,403,2.3184426999996504,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
86,bias,P4_diagnostic_v1,16,16,1.0,,720.2221230581657,43977.769844653245,0,0,16,0,2,449,403,2.6438313999988168,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
86,bias,P4_diagnostic_v2,16,16,1.0,,724.6050841393078,44303.406731144605,0,0,16,0,3,450,403,3.4198352999992494,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
86,bias,P4_route_only,16,16,1.0,,787.8280276031991,47021.24220825591,1,300,177,162,0,447,403,2.442098800000167,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
87,cluster,P4_current,14,14,1.0,,769.1542946314742,35530.8006242032,1,385,15,2,0,606,559,1.54401869999856,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
87,cluster,P4_diagnostic_v1,14,14,1.0,,778.3722533279968,36161.05773295977,0,0,14,0,1,607,560,1.5480608999987453,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
87,cluster,P4_diagnostic_v2,14,14,1.0,,849.3103945290402,39186.727617032804,1,385,140,127,3,609,560,2.547238400000424,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
87,cluster,P4_route_only,14,14,1.0,,838.743714646899,38527.060025282924,1,385,140,127,0,606,559,1.5116398000009212,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
88,random,P4_current,13,13,1.0,,898.5586975438487,43096.315340350164,0,0,13,0,0,507,462,1.6510287000000972,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
88,random,P4_diagnostic_v1,13,13,1.0,,898.5586975438487,43096.315340350164,0,0,13,0,0,507,462,1.690342599998985,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
88,random,P4_diagnostic_v2,13,13,1.0,,898.5586975438487,43096.315340350164,0,0,13,0,0,507,462,1.689698900001531,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
88,random,P4_route_only,13,13,1.0,,898.5586975438487,43096.315340350164,0,0,13,0,0,507,462,1.6510526000001846,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
89,edge,P4_current,16,16,1.0,,1360.4494718695416,87450.95774956308,3,605,351,338,0,540,492,2.1766813000012917,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
89,edge,P4_diagnostic_v1,16,16,1.0,,760.4728513653721,44332.82810922978,0,0,16,0,5,545,496,2.54677029999948,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
89,edge,P4_diagnostic_v2,16,16,1.0,,757.3132813263243,44055.06250610595,0,0,16,0,6,546,496,4.228074499998911,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
89,edge,P4_route_only,16,16,1.0,,747.4013941064605,42772.11152851686,3,605,60,47,0,540,492,2.1372680999993463,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
90,bias,P4_current,14,14,1.0,,907.0472996945316,47893.31097861716,1,390,108,95,0,469,423,1.560019900000043,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
90,bias,P4_diagnostic_v1,14,14,1.0,,826.9149728607017,43664.04810024911,0,0,14,0,1,470,424,1.592048500000601,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
90,bias,P4_diagnostic_v2,14,14,1.0,,829.9356139791298,43875.49297853908,0,0,14,0,1,470,424,1.8499079000011989,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
90,bias,P4_route_only,14,14,1.0,,887.8509504105695,45934.56652873985,1,390,149,136,0,469,423,1.4685707999997248,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
91,cluster,P4_current,15,15,1.0,,708.0128108323013,35305.96081242261,1,308,15,1,0,588,544,1.841597399999955,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
91,cluster,P4_diagnostic_v1,15,15,1.0,,714.495582792848,35762.16870946361,0,0,15,0,1,589,545,1.8989626000002318,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
91,cluster,P4_diagnostic_v2,15,15,1.0,,714.495582792848,35762.16870946361,0,0,15,0,1,589,545,2.168155999999726,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
91,cluster,P4_route_only,15,15,1.0,,726.765676900956,36322.42576757171,1,308,41,27,0,588,544,1.801282500000525,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
92,random,P4_current,13,13,1.0,,895.4942359453505,41872.12533644776,0,0,13,0,0,542,492,2.2332734000010532,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
92,random,P4_diagnostic_v1,13,13,1.0,,895.4942359453505,41872.12533644776,0,0,13,0,0,542,492,2.358696000001146,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
92,random,P4_diagnostic_v2,13,13,1.0,,895.4942359453505,41872.12533644776,0,0,13,0,0,542,492,2.2718253999992157,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
92,random,P4_route_only,13,13,1.0,,895.4942359453505,41872.12533644776,0,0,13,0,0,542,492,2.2453827999997884,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
93,edge,P4_current,16,16,1.0,,3426.274353811227,247936.94830489802,4,729,554,542,0,598,549,3.0730416999995214,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
93,edge,P4_diagnostic_v1,16,16,1.0,,775.9336206362145,43839.68965089714,0,0,16,0,5,603,552,3.2717083000006824,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
93,edge,P4_diagnostic_v2,16,16,1.0,,773.406659606278,43562.532768502235,0,0,16,0,8,606,552,5.7714390000001,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
93,edge,P4_route_only,16,16,1.0,,886.1787553600896,48194.30042880713,4,729,323,311,0,598,549,2.9118961000003765,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
94,bias,P4_current,10,10,1.0,,1096.9367124345656,38501.83562172828,0,0,10,0,0,544,499,0.9900636999991548,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
94,bias,P4_diagnostic_v1,10,10,1.0,,1096.9367124345656,38501.83562172828,0,0,10,0,0,544,499,1.055279199999859,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
94,bias,P4_diagnostic_v2,10,10,1.0,,1096.9367124345656,38501.83562172828,0,0,10,0,0,544,499,1.0508537999994587,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
94,bias,P4_route_only,10,10,1.0,,1096.9367124345656,38501.83562172828,0,0,10,0,0,544,499,1.0704114000000118,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
95,cluster,P4_current,13,13,1.0,,826.8630913032133,34996.100934708855,3,103,19,9,0,619,572,1.8092900999999983,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
95,cluster,P4_diagnostic_v1,13,13,1.0,,832.9562217638668,35397.154414651326,0,0,13,0,3,622,574,2.0825596999984555,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
95,cluster,P4_diagnostic_v2,13,13,1.0,,832.9562217638668,35397.154414651326,0,0,13,0,3,622,574,3.0555220000005647,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
95,cluster,P4_route_only,13,13,1.0,,852.8113477376966,35992.73760295025,3,103,65,55,0,619,572,1.9378562000001693,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
96,random,P4_current,15,15,1.0,,779.3993936657909,45219.9545249343,1,12,19,5,0,434,390,1.5986926999994466,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
96,random,P4_diagnostic_v1,15,15,1.0,,777.6977483478553,45122.331126089135,0,0,15,0,1,435,391,1.6864166999985173,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
96,random,P4_diagnostic_v2,15,15,1.0,,777.6977483478553,45122.331126089135,0,0,15,0,1,435,391,2.077594300000783,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
96,random,P4_route_only,15,15,1.0,,779.7561196230793,45216.70897173093,1,12,21,7,0,434,390,1.6291249999994761,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
97,edge,P4_current,10,10,1.0,,1202.133407727548,38926.67038637738,1,10,12,3,0,704,660,2.284169099999417,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
97,edge,P4_diagnostic_v1,10,10,1.0,,1205.4479442697752,39087.39721348874,0,0,10,0,1,705,662,2.4449144000009255,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
97,edge,P4_diagnostic_v2,10,10,1.0,,1206.01413354621,39090.70667731048,0,0,10,0,2,706,662,3.148086700000931,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
97,edge,P4_route_only,10,10,1.0,,1203.533407727548,38966.67038637738,1,10,14,5,0,704,660,2.4426595000004454,7137893ecb99cb1d66ea52c4632cb5aa1efd276b6882c4f93f74497d2cbdf232
98,bias,P4_current,12,12,1.0,,1021.9207023958626,42085.242143751755,0,0,12,0,0,638,596,2.2739989000001515,2fa715e1dcfd6fc70fc744e5c9d93d446823ad806bed0b77d6bace9168105808
98,bias,P4_diagnostic_v1,12,12,1.0,,1021.9207023958626,42085.242143751755,0,0,12,0,0,638,596,2.388263200000438,20e64799f04f01d1fb1b5464620a5f79d1600c80ea31ba792e04019f6bab6949
98,bias,P4_diagnostic_v2,12,12,1.0,,1021.9207023958626,42085.242143751755,0,0,12,0,0,638,596,2.46955220000018,307bdde9bb28e4e31fe57181341b7fbf2ce954ab6927a71e683371dd70a5a695
