cohort,method,id,kind,time_s,remaining_nodes,remaining_targets,nearest_node_m,accepted,index,point,estimated_cost,direct_cost,estimated_value_s,travel_m
regression,D,472,release,5570.331734,5.0,5.0,189.91071665818893,,,,,,,
regression,D,472,support_decision,5570.331734,,,,False,0.0,"[1619.4675050769001, -935.0]",660.9992749123533,524.3600549972161,-136.63921991513712,189.91071665818893
regression,D,472,support_decision,5584.532381,,,,False,0.0,"[1619.4675050769001, -935.0]",256.2910636970695,151.66518337841924,-104.62588031865025,229.56947657130627
regression,D,472,support_decision,5711.595663,,,,False,1.0,"[970.0, -1680.0892833418109]",523.753000982482,382.46343758512717,-141.28956339735487,748.3366948158852
regression,D,472,support_decision,5724.071947,,,,False,2.0,"[485.0, -840.0446416709054]",331.2075236088423,193.937937188472,-137.26958642037027,415.91717963241354
regression,D,472,support_decision,5879.996458,,,,False,2.0,"[485.0, -840.0446416709054]",525.1557150539431,377.3913004662535,-147.76441458768966,265.10148233650625
regression,D,472,support_decision,6156.764307,,,,True,2.0,"[485.0, -840.0446416709054]",533.8767719741272,544.8638155283912,10.987043554264005,874.4824272649
regression,D,475,release,5318.512667,7.0,1.0,988.4159449855241,,,,,,,
regression,D,475,support_decision,5318.512667,,,,False,0.0,"[-970.0, 1680.0892833418109]",485.41204269155156,361.6192655530165,-123.79277713853509,988.4159449855241
regression,D,482,release,5530.924508,6.0,2.0,189.91071665818893,,,,,,,
regression,D,482,support_decision,5530.924508,,,,False,1.0,"[-970.0, 1680.0892833418109]",771.1732715193011,489.25429612812155,-281.9189753911796,969.9999999999999
regression,D,482,support_decision,5655.771755,,,,False,1.0,"[-970.0, 1680.0892833418109]",184.0384797295415,87.48969613796625,-96.54878359157526,383.9906570667549
regression,D,482,support_decision,5730.80094,,,,True,3.0,"[0.0, 1680.0892833418109]",619.0822274521422,660.9403957291679,41.8581682770257,895.7560544074465
regression,D,482,support_decision,5915.952151,,,,False,3.0,"[0.0, 1870.0]",212.16971995979208,132.0138736864919,-80.15584627330017,189.91071665818913
regression,D,485,release,5323.151771,5.0,1.0,969.9999999999999,,,,,,,
regression,D,485,support_decision,5323.151771,,,,False,3.0,"[0.0, 1680.0892833418109]",559.752684826408,355.7963807457322,-203.95630408067575,969.9999999999999
regression,D,485,support_decision,5370.045597,,,,False,2.0,"[-970.0, 1680.0892833418109]",340.808974752718,178.99689755162154,-161.81207720109643,843.0195071452436
regression,D,495,release,4720.210545,10.0,6.0,969.9999999999999,,,,,,,
regression,D,495,support_decision,4720.210545,,,,False,8.0,"[485.0, -840.0446416709054]",386.9480489656139,67.66483178010432,-319.28321718550956,969.9999999999999
regression,D,495,support_decision,4775.521241,,,,False,8.0,"[485.0, -840.0446416709054]",322.87799098940445,126.61509533119786,-196.2628956582066,867.5771810129331
regression,D,495,support_decision,4812.210033,,,,False,3.0,"[1455.0, -840.0446416709054]",251.53688135370658,79.55502836443301,-171.98185298927356,626.3433081932177
regression,D,495,support_decision,4875.309824,,,,False,3.0,"[1455.0, -840.0446416709054]",595.354924515218,305.73318622704164,-289.6217382881764,481.3804842232058
regression,D,495,support_decision,4898.427022,,,,False,3.0,"[1455.0, -840.0446416709054]",192.52640849827202,181.54239754278262,-10.984010955489396,507.87288547771567
regression,D,495,support_decision,5031.834391,,,,False,3.0,"[1455.0, -840.0446416709054]",463.878574310622,392.0656672097092,-71.81290710091281,291.1104926593325
regression,D,495,support_decision,5185.941067,,,,False,3.0,"[1455.0, -840.0446416709054]",459.02908628833296,289.9565313985783,-169.07255488975466,336.14393988975684
regression,D,495,support_decision,5301.459609,,,,False,0.0,"[1455.0, 840.0446416709054]",545.2866397736243,353.05885744221155,-192.22778233141275,841.9209724387961
regression,D,503,release,4467.140082,8.0,4.0,969.9999999999999,,,,,,,
regression,D,503,support_decision,4567.968895,,,,True,4.0,"[-485.0, 840.0446416709054]",206.95599235337434,223.48714437994562,16.531152026571277,862.8982405739997
regression,D,503,support_decision,4754.634914,,,,False,5.0,"[-1455.0, 840.0446416709054]",372.7251268194009,216.32874801832196,-156.39637880107892,977.1490787335587
regression,D,503,support_decision,4957.052384,,,,False,0.0,"[970.0, 1680.0892833418109]",707.7724554332547,639.5768102891575,-68.19564514409717,2361.080905378174
regression,D,503,support_decision,5360.901655,,,,False,0.0,"[970.0, 1680.0892833418109]",258.68982346785066,122.77157176030228,-135.9182517075484,558.3969118983637
regression,D,508,release,6233.216022,2.0,2.0,189.91071665818893,,,,,,,
regression,D,508,support_decision,6233.216022,,,,False,1.0,"[-970.0, -1680.0892833418109]",465.6802394140702,421.55927870385983,-44.12096071021034,988.4159449855241
regression,D,508,support_decision,6459.528716,,,,False,0.0,"[-1455.0, -840.0446416709054]",822.7266901456283,401.01525507982626,-421.711435065802,107.82828564308613
regression,D,508,support_decision,6562.319278,,,,False,1.0,"[-970.0, -1680.0892833418109]",181.88371705899928,72.57862528874398,-109.3050917702553,378.2605829651045
regression,D,509,release,5757.996777,4.0,3.0,969.9999999999999,,,,,,,
regression,D,509,support_decision,5843.995817,,,,False,1.0,"[-1455.0, 840.0446416709054]",676.615742490303,427.33592637520997,-249.279816115093,1139.8346379570016
regression,D,509,support_decision,5902.573033,,,,False,0.0,"[-970.0, 0.0]",235.41479017671048,61.76504614460687,-173.64974403210363,479.9422095101034
regression,D,509,support_decision,5953.9219,,,,False,1.0,"[-1455.0, 840.0446416709054]",716.6265544661821,612.7888848086496,-103.8376696575325,914.147682857073
regression,D,509,support_decision,6067.674624,,,,True,1.0,"[-1455.0, 840.0446416709054]",148.37628988997665,154.8495412808793,6.473251390902647,384.5755923893712
regression,R12,8,release,5574.743847,4.0,1.0,988.4159449855241,,,,,,,
regression,R12,9,release,4699.054106,8.0,6.0,969.9999999999999,,,,,,,
regression,R12,11,release,6360.731608,4.0,2.0,969.9999999999999,,,,,,,
regression,R12,24,release,5815.010399,6.0,3.0,189.91071665818893,,,,,,,
regression,R12,30,release,4006.191103,10.0,5.0,189.91071665818913,,,,,,,
regression,R12,38,release,5509.955588,4.0,3.0,969.9999999999999,,,,,,,
regression,R12,44,release,3302.356951,13.0,7.0,969.9999999999999,,,,,,,
regression,R12,50,release,4822.717276,9.0,5.0,969.9999999999999,,,,,,,
regression,R12,75,release,6013.686203,3.0,4.0,969.9999999999999,,,,,,,
regression,R12,78,release,5753.633995,5.0,3.0,969.9999999999999,,,,,,,
regression,R12,96,release,4528.637398,9.0,4.0,969.9999999999999,,,,,,,
regression,R12,103,release,4707.236089,9.0,5.0,189.91071665818893,,,,,,,
regression,R12,110,release,4580.147818,11.0,5.0,189.91071665818913,,,,,,,
regression,R12,122,release,2611.290852,17.0,8.0,969.9999999999999,,,,,,,
regression,R12,142,release,4516.800516,11.0,5.0,969.9999999999999,,,,,,,
regression,R12,155,release,3499.448344,14.0,4.0,969.9999999999999,,,,,,,
regression,R12,161,release,4147.954637,10.0,5.0,969.9999999999999,,,,,,,
regression,R12,191,release,6762.719623,3.0,4.0,189.91071665818913,,,,,,,
regression,R12,194,release,6141.982696,5.0,3.0,969.9999999999999,,,,,,,
regression,R12,201,release,5390.312216,7.0,3.0,969.9999999999999,,,,,,,
regression,R12,203,release,6390.915812,2.0,3.0,189.91071665818893,,,,,,,
regression,R12,215,release,1906.122258,20.0,7.0,969.9999999999999,,,,,,,
regression,R12,216,release,5699.748738,3.0,1.0,969.9999999999999,,,,,,,
regression,R12,217,release,3355.97276,13.0,5.0,969.9999999999999,,,,,,,
regression,R12,218,release,5557.747877,5.0,3.0,969.9999999999999,,,,,,,
regression,R12,235,release,5981.224172,6.0,3.0,969.9999999999999,,,,,,,
regression,R12,238,release,4483.805838,10.0,4.0,969.9999999999999,,,,,,,
regression,R12,246,release,5517.284871,6.0,1.0,988.4159449855243,,,,,,,
regression,R12,253,release,6157.374838,2.0,1.0,189.91071665818893,,,,,,,
regression,R12,257,release,5086.740307,10.0,4.0,969.9999999999999,,,,,,,
regression,R12,259,release,5501.449376,5.0,4.0,970.0,,,,,,,
regression,R12,261,release,6596.877959,2.0,5.0,189.91071665818893,,,,,,,
regression,R12,272,release,6824.14376,3.0,2.0,969.9999999999999,,,,,,,
regression,R12,287,release,4333.12651,10.0,3.0,189.91071665818893,,,,,,,
regression,R12,288,release,6935.630854,2.0,1.0,189.91071665818913,,,,,,,
regression,R12,303,release,3030.73693,16.0,7.0,189.91071665818893,,,,,,,
regression,R12,305,release,5534.344837,5.0,5.0,969.9999999999999,,,,,,,
regression,R12,310,release,6844.813758,3.0,5.0,969.9999999999999,,,,,,,
regression,R12,314,release,4473.380022,10.0,2.0,969.9999999999999,,,,,,,
regression,R12,315,release,6627.360669,2.0,3.0,969.9999999999999,,,,,,,
regression,R12,319,release,3992.116102,12.0,5.0,189.91071665818893,,,,,,,
regression,R12,320,release,2664.613597,18.0,7.0,189.91071665818893,,,,,,,
regression,R12,331,release,3475.005921,14.0,5.0,189.91071665818893,,,,,,,
regression,R12,332,release,5731.530345,5.0,3.0,189.91071665818913,,,,,,,
regression,R12,335,release,6415.148178,3.0,4.0,969.9999999999999,,,,,,,
regression,R12,358,release,6697.849976,3.0,3.0,969.9999999999999,,,,,,,
regression,R12,362,release,3743.576444,13.0,5.0,189.91071665818913,,,,,,,
regression,R12,369,release,5406.922695,4.0,1.0,189.91071665818893,,,,,,,
regression,R12,371,release,5433.770443,6.0,2.0,969.9999999999999,,,,,,,
regression,R12,378,release,4246.495524,11.0,3.0,969.9999999999999,,,,,,,
regression,R12,387,release,6974.313111,2.0,2.0,970.0,,,,,,,
regression,R12,404,release,3941.897956,12.0,4.0,969.9999999999999,,,,,,,
regression,R12,408,release,3211.248403,14.0,4.0,969.9999999999999,,,,,,,
regression,R12,426,release,6833.280443,1.0,3.0,189.91071665818913,,,,,,,
regression,R12,440,release,6561.880056,3.0,3.0,969.9999999999999,,,,,,,
regression,R12,448,release,5964.491029,5.0,2.0,189.91071665818913,,,,,,,
regression,R12,456,release,3657.370613,13.0,6.0,969.9999999999999,,,,,,,
regression,R12,472,release,5570.331734,5.0,5.0,189.91071665818893,,,,,,,
regression,R12,475,release,5318.512667,7.0,1.0,988.4159449855241,,,,,,,
regression,R12,482,release,5530.924508,6.0,2.0,189.91071665818893,,,,,,,
regression,R12,485,release,5323.151771,5.0,1.0,969.9999999999999,,,,,,,
regression,R12,495,release,4720.210545,10.0,6.0,969.9999999999999,,,,,,,
regression,R12,503,release,4467.140082,8.0,4.0,969.9999999999999,,,,,,,
regression,R12,508,release,6233.216022,2.0,2.0,189.91071665818893,,,,,,,
regression,R12,509,release,5757.996777,4.0,3.0,969.9999999999999,,,,,,,
