time_s,r_m,Ta_K,Ca_kgkg,Tb_K,Cb_kgkg,abs_dT_K,abs_dC_kgkg
120.0,0.001,301.15029468006855,2.55,301.1502599092049,2.55,3.477086363545823e-05,0.0
120.0,0.005,301.15111545867626,2.55,301.1510384512993,2.55,7.700737694449344e-05,0.0
120.0,0.01,301.15862078468774,2.549999999849704,301.15834977257373,2.549999999999975,0.00027101211401259206,1.502709068290642e-10
120.0,0.015,301.20290490320804,2.549938317650701,301.2022385291856,2.5499944492488726,0.0006663740224439607,5.6131598171749175e-05
120.0,0.019,301.33258007532834,2.4423816074989926,301.33159366664,2.4612496076661614,0.000986408688333995,0.01886800016716883
120.0,0.0195,301.35859411194065,2.3747208993531235,301.3592953023036,2.3670637449531906,0.0007011903629745575,0.007657154399932864
120.0,0.02,301.3915365859105,2.194926230405789,301.39049643898363,2.2146110190498023,0.0010401469268686014,0.019684788644013462
180.0,0.0,301.15344948268455,2.55,301.1532903286066,2.55,0.00015915407794864223,0.0
180.0,0.0001,301.1534511026963,2.55,301.15329188534923,2.55,0.0001592173470612579,0.0
180.0,0.0005,301.15348998297753,2.55,301.1533335714566,2.55,0.00015641152094758581,0.0
180.0,0.001,301.1536294839867,2.55,301.1534467910931,2.55,0.0001826928936452532,0.0
180.0,0.005,301.1582700370658,2.5499999999999945,301.15801972531915,2.55,0.0002503117466403637,5.329070518200751e-15
180.0,0.01,301.1852873521801,2.549999994486941,301.1847836160201,2.5499999999833642,0.0005037361599988799,5.496423316486698e-09
180.0,0.015,301.285830044737,2.5496693083039528,301.2850496652361,2.5499233003502466,0.0007803795008953784,0.0002539920462938383
180.0,0.019,301.4940966666054,2.3949774400387716,301.4932318060067,2.4111160242331002,0.0008648605987104929,0.016138584194328676
180.0,0.0195,301.531008407016,2.3122133398300186,301.5318183930476,2.3042899091686886,0.0008099860316406193,0.007923430661330055
180.0,0.02,301.5746766658265,2.1354509927171925,301.57381437823227,2.1489487938569676,0.0008622875942023711,0.013497801139775056
240.0,0.0,301.16539514648645,2.55,301.1650219064089,2.55,0.00037324007752204125,0.0
240.0,0.0001,301.1653997245082,2.55,301.1650263978246,2.55,0.0003733266835865834,0.0
240.0,0.0005,301.16550959702937,2.55,301.1651466679553,2.55,0.0003629290740718716,0.0
240.0,0.001,301.16590381556614,2.55,301.16547236370207,2.55,0.00043145186407400615,0.0
240.0,0.005,301.1780454772604,2.5499999999995273,301.177591693155,2.55,0.0004537841053888769,4.725109192804666e-13
240.0,0.01,301.23404714181834,2.549999936849582,301.23341088756564,2.549999999062079,0.0006362542526971993,6.221249693183495e-08
240.0,0.015,301.39254776178836,2.548997079054188,301.39180952642994,2.5496171600804205,0.0007382353584262091,0.0006200810262324552
240.0,0.019,301.6589989659342,2.351639833774104,301.6583230255138,2.3654810778335245,0.0006759404203648955,0.013841244059420443
240.0,0.0195,301.70276428055587,2.258967130813366,301.7035882024127,2.25125251103586,0.0008239218568064643,0.007714619777506204
240.0,0.02,301.7525209320697,2.0848097862505575,301.7518751301693,2.0949167692514354,0.0006458019003616755,0.010106983000877978
300.0,0.0,301.1916203545178,2.55,301.1910245797113,2.55,0.0005957748064702173,0.0
300.0,0.0001,301.19162890150534,2.55,301.1910330409561,2.55,0.0005958605492537572,0.0
300.0,0.0005,301.19183402920567,2.55,301.19125961428756,2.55,0.0005744149181055036,0.0
300.0,0.001,301.19257001979736,2.55,301.1918722386216,2.55,0.0006977811757451491,0.0
300.0,0.005,301.21432171485117,2.5499999999914333,301.2136973736851,2.55,0.0006243411660875609,8.566480858007708e-12
300.0,0.01,301.3023782635984,2.5499996155059503,301.3016421499912,2.549999983817095,0.0007361136072177032,3.6831114469393356e-07
300.0,0.015,301.51936171341697,2.547757467945747,301.51839401770565,2.5488542552668076,0.0009676957113242679,0.001096787321060777
300.0,0.019,301.87254158244644,2.3118409765649646,301.8713555923939,2.3239140340022058,0.0011859900525337252,0.012073057437241186
300.0,0.0195,301.93169280108424,2.2123169746015994,301.9328756139298,2.2049221313637086,0.0011828128455704245,0.007394843237890747
300.0,0.02,302.000481873316,2.040444652285417,301.9992615744074,2.048396506257199,0.0012202989086063099,0.007951853971781997
360.0,0.0,301.2347793474983,2.5500000000000034,301.23397527889756,2.55,0.0008040686007575459,3.552713678800501e-15
360.0,0.0001,301.2347922715529,2.5500000000000034,301.23398810998304,2.55,0.0008041615698743954,3.552713678800501e-15
360.0,0.0005,301.23510244886353,2.5500000000000016,301.2343316979395,2.55,0.0007707509240049149,1.7763568394002505e-15
360.0,0.001,301.23621535356597,2.5499999999999945,301.23526008162355,2.55,0.0009552719424164025,5.329070518200751e-15
360.0,0.005,301.26852451206247,2.5499999999168788,301.2677183945366,2.549999999999809,0.0008061175258831099,8.293010722582039e-11
360.0,0.01,301.3925790011682,2.5499984231744097,301.3916723589938,2.549999863723862,0.0009066421744137187,1.4405494521696482e-06
360.0,0.015,301.6795755669548,2.5458430007891915,301.6786055139777,2.5474500065585164,0.0009700529770952926,0.0016070057693249318
360.0,0.019,302.1077741765648,2.275074307257056,302.1069171584928,2.285784704346682,0.0008570180719971177,0.010710397089626067
360.0,0.0195,302.1756816018748,2.1706138282137246,302.17685716345795,2.163547483417701,0.0011755615831248178,0.007066344796023749
360.0,0.02,302.25169854817716,2.0007915506822607,302.250886929013,2.007236508001023,0.0008116191641533987,0.006444957318762157
420.0,0.0,301.29678865116875,2.550000000000012,301.2957556175223,2.55,0.001033033646478998,1.199040866595169e-14
420.0,0.0001,301.29680652483097,2.5500000000000105,301.2957733935478,2.55,0.0010331312831795003,1.0658141036401503e-14
420.0,0.0005,301.29723549272364,2.549999999999973,301.2962493960076,2.55,0.0009860967160193468,2.6645352591003757e-14
420.0,0.001,301.2987746136351,2.549999999999841,301.29753510701096,2.55,0.0012395066241310815,1.5898393712632242e-13
420.0,0.005,301.3429990501901,2.549999999466828,301.34201254492325,2.5499999999961385,0.000986505266837412,5.293103733094995e-10
420.0,0.01,301.50608689611215,2.5499950593038596,301.50510514043117,2.5499992846935373,0.0009817556809821326,4.225389677703362e-06
420.0,0.015,301.8577066384784,2.543202931962959,301.8567453633851,2.5452953441693396,0.0009612750933456482,0.002092412206380345
420.0,0.019,302.3505471919143,2.240907058004513,302.3496692415428,2.250547350030762,0.000877950371489078,0.00964029202624861
420.0,0.0195,302.4272105398653,2.132776291463921,302.4284776401413,2.126019409904407,0.0012671002759816474,0.0067568815595135945
420.0,0.02,302.512467448804,1.9648198465954263,302.51162109871376,1.9701443130008478,0.000846350090228043,0.005324466405421502
480.0,0.0,301.3794877686751,2.5499999999998555,301.3782471006263,2.55,0.001240668048808402,1.4432899320127035e-13
480.0,0.0001,301.37951081881954,2.549999999999844,301.37827006127867,2.55,0.0012407575408701632,1.5587531265737198e-13
480.0,0.0005,301.3800640222861,2.549999999999564,301.37888489652437,2.55,0.0011791257617232986,4.3565151486291143e-13
480.0,0.001,301.3820488958349,2.549999999998562,301.38054504923366,2.55,0.001503846601224268,1.4379608614945028e-12
480.0,0.005,301.4385493867378,2.5499999974661485,301.43741884238017,2.549999999957618,0.001130544357636154,2.4914696972189176e-09
480.0,0.01,301.63979841785596,2.5499872501614043,301.63877640611076,2.549997299242121,0.0010220117451922306,1.0049080716889591e-05
480.0,0.015,302.04947199789393,2.539831667595376,302.04863449243095,2.5423521592801652,0.0008375054629823353,0.0025204916847894054
480.0,0.019,302.585491304607,2.2089816982318657,302.5849121440873,2.2177642813580603,0.0005791605196918681,0.00878258312619451
480.0,0.0195,302.66588206340936,2.098056382722637,302.6670654399587,2.091584106163655,0.0011833765493634019,0.006472276558981971
480.0,0.02,302.7532440482894,1.9318158019180864,302.7527329379396,1.9362710170095452,0.0005111103498052216,0.004455215091458742
