id,variant,channel,adopted,saving_us,planning_wall_s
8,A,6,True,219156,0.08568340001511388
8,A,16,True,3239477,0.036051000002771616
8,A,11,True,2938787,0.032573900010902435
8,A,12,True,1074413,0.024515399971278384
8,B,6,True,3323124,0.022684100025799125
8,B,16,True,3259350,0.03439100002287887
8,B,18,True,1783144,0.030932400026358664
8,B,19,True,2301816,0.03858290001517162
8,B,15,True,736628,0.028955899993889034
8,B,13,True,6340805,0.02934450001339428
8,B,3,True,832041,0.042315400030929595
8,B,12,True,886256,0.0235114999813959
8,B,11,True,1621710,0.022607199993217364
9,A,12,True,215687,0.10741560001042672
9,A,1,True,1031280,0.0366865000105463
9,A,2,True,2493241,0.030743600014830008
9,A,11,True,3849096,0.032058200013125315
9,A,4,True,4388609,0.1325559999968391
9,A,16,True,2123534,0.10588360001565889
9,A,3,True,1390616,0.02236899998388253
9,A,15,True,547195,0.10399939998751506
9,A,7,True,4579221,0.035342999995918944
9,A,10,True,4106193,0.03386160000809468
9,A,19,True,1108938,0.04084609998972155
9,A,13,True,865923,0.026579800032777712
9,A,20,True,4242799,0.027746500010835007
9,A,6,True,3480046,0.1007901000266429
9,A,18,True,2334355,0.02791499998420477
9,B,3,True,2669302,0.04941310003050603
9,B,16,True,1050366,0.04241200000979006
9,B,13,True,866973,0.08648900000844151
9,B,12,True,1911498,0.025364800007082522
9,B,1,True,3645263,0.027476900024339557
9,B,2,True,2569155,0.028068500017980114
9,B,11,True,85314,0.10322479999740608
9,B,19,True,861530,0.08331159997032955
9,B,14,True,2061520,0.01785189998918213
9,B,10,True,2730024,0.028031500027282164
9,B,7,True,775807,0.024396699998760596
9,B,6,True,252348,0.018262600002344698
9,B,18,True,2641692,0.125857899984112
9,B,20,True,1929179,0.016313700005412102
10,A,6,True,3816131,0.10572370002046227
10,A,20,True,664879,0.1201561999914702
10,A,9,True,5900318,0.10688330003176816
10,A,4,True,1893918,0.036417000024812296
10,A,5,True,274664,0.040042499982519075
10,A,19,True,354402,0.11784519997308962
10,A,16,True,1682139,0.04006380002829246
10,A,2,True,4010438,0.027317499974742532
10,A,18,True,2271371,0.10513260000152513
10,A,14,True,5630497,0.028003099985653535
10,A,3,True,767158,0.02381390001391992
10,A,8,True,4095725,0.02365069999359548
10,B,5,True,3170062,0.10763990003033541
10,B,4,True,1783072,0.040266399999381974
10,B,7,True,2082076,0.12313210000866093
10,B,3,True,3793581,0.04000040001119487
10,B,16,True,3909733,0.03246289998060092
10,B,8,True,316417,0.02883809999912046
