id,N,A_s_per_source,B_s_per_source,delta_s_per_source,delta_game_s,A_failed_clears,B_failed_clears
698,10,661.2362725,638.4984327999999,-22.73783970000011,-227.3783970000004,0,0
699,10,731.6890893,724.2223401,-7.466749199999981,-74.66749199999958,0,0
700,16,418.8080843125,395.2237358125,-23.584348499999976,-377.3495759999996,0,0
701,14,467.83086999999995,468.2477088571428,0.4168388571428636,5.835743999999977,0,0
702,16,417.0603045625,431.8430733125,14.782768750000002,236.52430000000004,0,0
703,14,539.1561908571429,480.896088,-58.26010285714284,-815.6414399999994,0,0
704,13,460.61857892307694,472.25947330769225,11.640894384615308,151.33162699999957,0,0
705,15,440.37470766666667,451.0615343333333,10.686826666666661,160.3024000000005,0,0
706,13,568.9052088461539,518.5656050769231,-50.339603769230735,-654.4148489999998,0,0
707,15,525.2927008,468.20840913333336,-57.08429166666667,-856.2643749999997,0,0
708,13,584.9953164615384,518.0878223076924,-66.90749415384607,-869.7974239999994,0,0
709,16,315.5911425625,346.5983465625,31.007204,496.115264,0,0
710,11,669.5839323636363,613.7408625454545,-55.84306981818179,-614.273768,0,0
711,15,513.4642585333333,484.7983593333333,-28.66589920000007,-429.98848799999996,0,0
712,10,816.7154917,660.7347915,-155.9807002,-1559.8070019999996,0,0
713,12,605.318954,535.8646730833333,-69.45428091666668,-833.4513710000001,0,0
714,13,514.2810683076923,509.88412961538467,-4.396938692307629,-57.160202999999456,0,0
715,15,445.02368099999995,423.2312608666667,-21.79242013333328,-326.8863019999999,0,0
716,13,513.7693943846153,467.04898746153845,-46.720406923076894,-607.3652899999997,0,0
717,13,532.2780526153846,512.997762,-19.280290615384615,-250.64377800000057,0,0
718,13,537.8896969230769,536.5455596923077,-1.3441372307692063,-17.473783999999796,0,0
719,12,599.57151725,554.0364165,-45.53510075000008,-546.4212090000001,0,0
720,11,679.2918834545454,598.2670557272727,-81.02482772727274,-891.2731050000002,0,0
721,10,733.0457377,698.8630572,-34.18268050000006,-341.8268049999997,0,0
722,10,754.826039,733.7870128,-21.03902620000008,-210.3902620000008,0,0
723,15,458.25824926666667,472.2637076666667,14.005458400000009,210.0818760000002,0,0
724,11,625.9120776363636,577.0453380909091,-48.86673954545449,-537.5341349999999,0,0
725,14,506.9023773571429,516.158895,9.256517642857148,129.5912470000003,0,0
726,13,555.5987691538462,485.54167707692307,-70.05709207692314,-910.7421970000005,0,0
727,16,423.498640625,434.339343875,10.84070324999999,173.45125199999984,0,0
728,12,587.7272738333334,562.5631435,-25.164130333333333,-301.969564,0,0
729,13,482.94906361538466,468.89599623076924,-14.053067384615417,-182.68987600000037,0,0
730,14,500.05747364285713,481.94757171428574,-18.10990192857139,-253.5386269999999,0,0
731,13,525.7958701538462,508.66217607692306,-17.13369407692312,-222.73802299999988,0,0
732,13,583.4166811538462,524.2417994615384,-59.174881692307736,-769.2734620000001,0,0
733,10,696.5453969,601.0916997,-95.45369719999997,-954.5369719999999,0,0
734,14,523.6912645714285,492.71678292857143,-30.974481642857086,-433.6427429999994,0,0
735,14,515.5357037857143,473.7986325714286,-41.73707121428572,-584.3189970000003,0,0
736,15,571.1516244,477.81828606666664,-93.3333383333333,-1400.000075,0,0
737,10,676.1480108,663.8747052,-12.273305599999958,-122.73305600000003,0,0
738,10,758.0745159,612.4902288999999,-145.58428700000013,-1455.8428700000004,0,0
739,10,747.111502,657.0511059,-90.06039609999993,-900.6039609999998,0,0
740,10,801.748551,705.0591975,-96.68935350000004,-966.8935350000002,0,0
741,10,753.3429535,655.7650187,-97.57793479999998,-975.779348,0,0
742,12,637.9043949166667,546.0022689166666,-91.90212600000007,-1102.8255120000003,3,0
743,13,452.3336717692308,498.71158223076924,46.37791046153842,602.9128359999995,0,0
744,12,628.7492515833334,573.177894,-55.57135758333334,-666.856291,0,0
745,13,486.5156119230769,505.3191048461539,18.803492923076988,244.4454080000005,0,0
746,16,420.351290875,431.8292865,11.477995625000005,183.6479300000001,9,0
747,15,460.8452084666667,533.0506149333333,72.20540646666666,1083.0810970000002,0,0
748,12,555.8282291666667,527.0031821666666,-28.82504700000004,-345.9005640000005,0,0
749,16,331.0086938125,298.910211625,-32.0984821875,-513.575715,0,0
750,14,548.5980081428571,480.958633,-67.63937514285709,-946.9512519999998,0,0
751,14,521.7338739285714,536.6091945714286,14.875320642857218,208.25448899999992,0,0
752,14,475.4141783571428,475.4777532857143,0.06357492857148372,0.8900490000005448,0,0
753,12,545.0862645,517.951367,-27.134897499999965,-325.61877000000004,0,0
754,14,479.61141178571427,495.18296564285714,15.571553857142874,218.0017539999999,0,0
755,13,514.3332168461538,495.56459661538463,-18.768620230769216,-243.9920629999997,0,0
756,15,476.2136332,515.0502450666667,38.83661186666666,582.5491780000002,0,0
757,13,540.3114712307693,468.1256675384615,-72.18580369230773,-938.4154479999997,0,0
758,13,524.862605076923,516.1691256923077,-8.69347938461533,-113.01523199999974,0,0
759,12,610.2943448333333,593.642451,-16.651893833333247,-199.82272599999942,0,0
760,11,646.8682105454545,580.8322953636364,-66.03591518181815,-726.3950669999995,0,0
761,14,455.63835985714286,510.1532725,54.514912642857155,763.2087769999998,0,4
762,10,671.7015486,650.4950871,-21.206461500000046,-212.06461500000023,0,0
763,14,453.3199882857143,470.8513174285714,17.53132914285709,245.43860799999948,0,0
764,12,602.7805273333333,552.877179,-49.90334833333338,-598.8401800000001,7,0
765,10,649.6322597000001,663.6257942999999,13.993534599999862,139.9353459999993,0,0
766,16,355.349761125,294.716909875,-60.63285124999999,-970.1256199999998,0,0
767,13,532.5819190769231,563.3147789230769,30.732859846153815,399.52717799999937,0,0
768,11,631.315397909091,602.8235584545455,-28.49183945454547,-313.41023399999995,0,0
769,10,756.7013116,750.4617623,-6.2395493000000215,-62.39549299999999,0,0
770,15,472.67887353333333,429.76335473333336,-42.91551879999997,-643.732782,0,0
771,11,647.5707475454545,616.7546575454545,-30.81609000000003,-338.9769900000001,0,0
772,14,514.1403280000001,461.31785485714283,-52.822473142857234,-739.5146240000004,1,0
773,12,548.33525075,546.0718038333333,-2.2634469166666804,-27.161362999999255,0,0
774,14,545.1349947857143,532.3983768571428,-12.73661792857149,-178.3126510000002,0,0
775,12,576.1138559166667,614.2133689166667,38.099513,457.1941560000005,0,0
776,13,542.1032143846154,472.0550573076923,-70.04815707692308,-910.6260419999999,0,0
777,13,616.1071479230769,513.6554503846154,-102.45169753846153,-1331.8720680000006,0,0
778,10,648.9853058,614.0986809,-34.886624900000015,-348.8662489999997,0,0
779,10,682.6689707,739.4013239,56.73235319999992,567.3235319999994,0,0
780,12,574.61291525,543.8162804166667,-30.796634833333314,-369.5596180000002,0,0
781,13,577.5817795384615,540.7454399999999,-36.83633953846163,-478.8724140000004,0,0
782,16,345.8764051875,404.978475,59.10206981250002,945.6331170000003,0,0
783,14,461.4898155,519.1421714285714,57.65235592857135,807.1329829999995,0,0
784,12,538.7278040833334,544.8140771666666,6.0862730833332535,73.03527699999995,0,0
785,10,686.2474099,668.0530378000001,-18.194372099999896,-181.94372099999964,0,0
786,16,385.438026625,226.7094995625,-158.7285270625,-2539.656433,0,0
787,13,569.0682127692307,558.4737186923077,-10.59449407692307,-137.72842299999957,0,0
788,11,589.897300909091,590.695190090909,0.79788918181805,8.776780999999573,0,0
789,12,606.0876328333333,545.6777617500001,-60.4098710833332,-724.9184529999993,0,0
790,13,512.863698923077,493.221183,-19.642515923076985,-255.352707,0,0
791,15,451.30921313333334,430.4860807333333,-20.82313240000002,-312.34698600000047,0,0
792,12,609.679147,544.2955990833333,-65.38354791666666,-784.6025749999999,0,0
793,14,540.562414,488.7944254285714,-51.76798857142859,-724.7518399999999,0,0
794,10,724.9547549,585.8401821,-139.11457280000002,-1391.1457279999995,0,0
795,13,539.0106862307692,512.7945472307692,-26.216139,-340.80980699999964,0,0
796,14,514.049089,460.75745614285717,-53.291632857142815,-746.0828600000004,0,0
797,16,389.11259325,370.560007375,-18.552585874999977,-296.84137399999963,0,0
798,14,517.1266283571429,526.9200718571428,9.793443499999967,137.108209,0,0
799,10,723.2075702,669.6059989,-53.60157129999993,-536.0157129999998,0,0
800,10,701.7626604,712.4816423999999,10.718981999999983,107.1898199999996,0,0
801,13,535.7039900769231,484.1394631538461,-51.56452692307698,-670.3388500000001,0,0
802,13,566.963538923077,581.836199923077,14.872660999999994,193.3445929999998,0,0
803,12,639.9300088333333,609.85203325,-30.07797558333334,-360.93570700000055,0,7
804,16,340.90684575,280.1631248125,-60.74372093750003,-971.8995350000005,0,0
805,10,667.2481310999999,658.5511983,-8.6969327999999,-86.96932799999922,0,0
806,10,668.3636475000001,645.9078643,-22.45578320000004,-224.55783200000042,0,0
807,12,604.28651225,548.8288455,-55.45766674999993,-665.4920009999996,0,0
808,16,277.763328,303.9383894375,26.175061437500005,418.8009830000001,0,0
809,15,444.3632848,431.1111988,-13.252085999999963,-198.7812899999999,0,0
810,12,582.6486855833333,576.4803830833333,-6.168302499999982,-74.01962999999978,0,0
811,11,625.5908418181817,595.4901493636363,-30.100692454545424,-331.10761699999966,0,0
812,14,456.4207222142857,497.4789937857143,41.05827157142858,574.8158020000001,0,0
813,11,622.2939180909091,559.3689669090909,-62.92495118181819,-692.1744630000003,0,0
814,11,687.3319186363636,599.1359244545455,-88.19599418181815,-970.1559360000001,0,0
815,15,458.43674653333335,413.8217742,-44.614972333333355,-669.2245849999999,0,0
816,12,537.48574475,539.6613912500001,2.1756465000000844,26.107758000000103,0,0
817,12,612.01940075,537.6807264166666,-74.33867433333342,-892.0640920000005,0,0
818,14,493.91098471428575,484.9616343571429,-8.949350357142862,-125.29090499999984,0,0
819,12,613.84399,556.0172644166666,-57.826725583333314,-693.9207070000002,0,0
820,10,680.4995986,626.7398683,-53.7597303,-537.5973029999996,0,0
821,14,489.0812544285714,544.0071993571429,54.92594492857148,768.963229,0,0
822,12,604.0765646666667,619.3285875,15.252022833333285,183.02427399999942,0,0
823,13,548.6074843846154,503.07261869230774,-45.534865692307676,-591.953254,0,0
824,15,450.92002733333334,428.7762180666667,-22.143809266666665,-332.1571389999999,0,0
825,15,467.6297456666667,415.73778473333334,-51.89196093333334,-778.379414,0,0
826,14,530.261222,519.4646671428571,-10.796554857142837,-151.15176800000063,0,0
827,13,540.5823651538461,517.6556946153846,-22.926670538461508,-298.04671700000017,0,0
828,13,489.3262137692308,455.11338407692307,-34.21282969230771,-444.76678600000014,0,0
829,11,662.5126560909091,611.8113674545455,-50.70128863636364,-557.7141750000001,5,0
830,15,521.0323128,469.4127194,-51.619593399999985,-774.293901,0,0
831,16,473.9979596875,320.0813436875,-153.91661599999998,-2462.6658559999996,0,0
832,11,630.2772719090909,553.8977076363636,-76.3795642727273,-840.1752070000002,0,0
833,15,501.5327758,470.1686840666667,-31.36409173333334,-470.4613760000002,0,0
834,16,332.6248273125,400.0028469375,67.37801962500004,1078.0483140000006,0,0
835,11,634.9730234545455,603.574843,-31.398180454545468,-345.3799849999996,0,0
836,11,662.5922040909091,598.51673,-64.0754740909091,-704.830215,0,0
837,15,476.848655,446.02644273333334,-30.822212266666668,-462.3331840000001,0,0
838,15,453.8869266,508.44616486666666,54.55923826666668,818.3885740000005,0,0
839,11,635.658925909091,557.8704864545455,-77.78843945454548,-855.672834,0,0
840,11,591.415661,591.7971175454545,0.3814565454545118,4.1960220000000845,0,0
841,10,752.5146351000001,683.8465765,-68.66805860000011,-686.6805860000004,6,0
842,11,623.1992944545455,596.6779712727273,-26.52132318181816,-291.734555,0,0
843,10,673.6367957,647.5573594,-26.079436299999998,-260.794363,0,0
844,13,602.7234312307693,544.7834868461539,-57.93994438461539,-753.2192770000001,0,0
845,14,485.19071514285713,459.8077242857143,-25.38299085714283,-355.3618719999995,0,0
846,10,717.7511346,695.7048651,-22.046269499999994,-220.46269500000017,0,0
847,14,565.3565053571429,499.13352114285715,-66.2229842142857,-927.1217790000001,0,0
848,11,625.376473090909,578.276417090909,-47.100055999999995,-518.1006159999997,0,0
849,10,679.8229983,601.9618048,-77.86119350000001,-778.6119349999999,0,0
850,16,370.839092875,303.5870535,-67.25203937499998,-1076.0326299999997,0,0
851,15,485.42381513333333,455.27506826666666,-30.14874686666667,-452.2312030000003,0,0
852,11,608.3482337272727,587.6382922727272,-20.709941454545515,-227.80935600000066,0,0
853,11,611.846684,639.8246239090909,27.97793990909088,307.7573389999998,0,0
854,11,660.6845293636363,565.3675142727272,-95.31701509090908,-1048.487166,0,0
855,14,483.3300106428572,498.3452862857143,15.015275642857091,210.2138589999995,0,0
856,15,487.8638036666667,437.88611926666664,-49.977684400000044,-749.665266,0,0
857,14,491.8642354285715,457.27252371428574,-34.591711714285736,-484.2839640000002,0,0
858,14,520.5905507857143,515.6579079285714,-4.932642857142923,-69.0570000000007,6,0
859,11,648.8067744545455,681.400378090909,32.59360363636358,358.52963999999974,0,0
860,16,335.5174823125,293.53283575,-41.98464656250002,-671.7543450000003,0,0
861,16,440.777696125,412.380799375,-28.396896749999996,-454.35034799999994,0,0
862,14,470.2464157857143,480.70696057142857,10.460544785714262,146.44762699999956,0,0
863,12,581.3478078333334,559.75373075,-21.59407708333333,-259.128925,0,0
864,14,574.6869863571429,504.1325292142857,-70.55445714285725,-987.7624000000005,0,0
865,15,503.29669226666664,472.79080766666664,-30.5058846,-457.58826899999985,9,0
866,15,483.45256320000004,426.0580152,-57.39454800000004,-860.9182200000005,0,0
867,15,427.0712158,430.5810479333333,3.5098321333333047,52.6474819999994,0,0
868,10,836.6647779000001,721.9712082,-114.69356970000013,-1146.9356970000008,103,3
869,10,740.7430461,706.1969807,-34.546065399999975,-345.4606539999995,4,0
870,13,577.3699642307693,565.4965778461539,-11.8733863846154,-154.35402299999987,0,0
871,15,492.70166873333335,545.7740006,53.07233186666667,796.0849779999999,0,0
872,14,522.1605287142858,457.0216055,-65.13892321428574,-911.9449249999998,0,0
873,11,628.1242160909092,629.0286342727272,0.9044181818180732,9.948599999999715,0,0
874,10,830.6546114,659.1465854,-171.50802599999997,-1715.0802600000006,0,0
875,15,476.68139626666664,413.8297703333334,-62.85162593333325,-942.7743889999992,0,0
876,11,597.6198673636363,587.824945909091,-9.794921454545374,-107.74413599999934,0,0
877,12,540.74023175,535.9444909166667,-4.795740833333298,-57.54889000000003,0,0
878,14,515.0150189285714,473.8495022142857,-41.16551671428573,-576.3172340000001,0,0
879,15,495.2608922,493.4239938,-1.8368983999999955,-27.553476000000046,0,0
880,16,434.1005076875,452.75106575,18.65055806250001,298.40892900000017,0,0
881,11,711.2733627272727,674.4138645454545,-36.85949818181814,-405.4544799999994,0,0
882,16,386.840467875,395.6989278125,8.858459937500015,141.73535900000024,0,0
883,16,341.340975,336.1302929375,-5.210682062500041,-83.37091300000066,0,0
884,12,571.5959479166667,527.2794654166667,-44.316482500000006,-531.7977900000005,0,0
885,15,480.4180115333333,564.4905163333333,84.07250479999999,1261.0875719999995,0,0
886,13,505.1082847692308,578.3288261538462,73.22054138461539,951.8670379999994,0,0
887,16,350.029946125,268.213966125,-81.81597999999997,-1309.0556799999995,0,0
888,14,469.8324937142857,481.5338590714286,11.70136535714289,163.81911500000024,0,0
889,16,281.44156825,325.1155509375,43.67398268750003,698.7837230000005,0,0
890,13,508.36847284615385,581.047425,72.67895215384613,944.8263780000007,0,41
891,13,576.0675729230769,504.5308682307692,-71.5367046923077,-929.9771610000007,0,0
892,12,685.5919963333334,638.5094860833334,-47.08251025000004,-564.9901230000005,0,0
893,14,509.6344132857143,487.2009853571429,-22.433427928571405,-314.0679909999999,0,0
894,10,719.921169,644.9721518,-74.94901719999996,-749.4901719999998,0,0
895,10,682.2390533,638.7479443999999,-43.491108900000086,-434.9110890000002,0,0
896,12,591.1382336666667,600.22700475,9.088771083333313,109.06525300000067,0,0
897,14,568.176329,512.0422243571428,-56.13410464285721,-785.8774650000005,0,0
898,13,531.1042076923077,475.1468547692308,-55.95735292307688,-727.4455879999996,0,0
899,13,509.12591715384616,509.04727269230773,-0.07864446153843119,-1.0223779999996623,0,0
900,12,604.5168826666667,553.878907,-50.63797566666665,-607.6557079999993,0,0
901,11,656.0870961818182,608.1852863636364,-47.901809818181846,-526.9199079999999,0,0
902,13,547.483573076923,531.8281718461539,-15.655401230769144,-203.5202159999999,0,0
903,10,676.139088,610.5492692,-65.58981879999999,-655.8981880000001,0,0
904,14,527.4964612857143,472.8858805714286,-54.61058071428573,-764.5481300000001,0,0
905,15,515.8902496,521.3283424666666,5.438092866666693,81.57139300000017,0,0
906,14,508.4058852857143,466.8972950714286,-41.50859021428573,-581.1202630000007,0,0
907,15,457.0475181333333,438.0978851333333,-18.949633000000006,-284.2444949999999,0,0
908,15,459.1933822666667,462.8605134666667,3.6671312000000285,55.0069680000006,0,0
909,13,546.2541866923077,511.1957486153846,-35.058438076923096,-455.75969499999974,0,0
910,10,666.057684,690.7415028,24.68381880000004,246.83818800000063,0,0
911,14,522.6755629285715,554.5685935714286,31.89303064285707,446.5024290000001,0,0
912,14,488.75388278571427,486.6479329285714,-2.105949857142889,-29.483298000000104,0,0
913,11,669.5420550909091,553.4813287272727,-116.06072636363638,-1276.66799,0,0
914,16,373.1586814375,284.0606621875,-89.09801925,-1425.568308,0,0
915,15,427.9461293333333,428.3038225333333,0.3576931999999715,5.365397999999914,0,0
916,12,562.87828525,545.77397875,-17.104306500000007,-205.25167800000054,0,0
917,16,358.2603798125,321.177659625,-37.0827201875,-593.323523,0,0
918,16,343.453768,311.8002123125,-31.653555687500045,-506.4568910000007,0,0
919,12,584.497299,531.9305410000001,-52.566757999999936,-630.8010960000001,0,0
920,15,443.55375046666666,455.47538499999996,11.921634533333304,178.82451799999944,0,0
921,12,591.121263,528.8973031666667,-62.22395983333331,-746.6875179999997,0,0
922,14,493.29071171428575,479.0195889285714,-14.27112278571434,-199.79571900000064,0,0
923,10,712.2009518,670.497963,-41.70298879999996,-417.029888,0,0
924,16,402.7009056875,454.0417068125,51.34080112500004,821.4528180000007,29,0
925,12,577.8209318333334,589.1395833333333,11.318651499999987,135.82381799999985,0,0
926,14,448.79189992857147,523.2979029285714,74.50600299999991,1043.0840419999995,0,0
927,12,590.2735084166667,537.0870135,-53.186494916666675,-638.2379389999996,3,0
928,14,488.89477407142857,515.7819769285715,26.88720285714288,376.42083999999977,0,0
929,14,554.4591371428571,473.7026270714286,-80.75651007142852,-1130.5911409999999,9,0
930,10,713.1324397999999,653.0891011,-60.043338699999936,-600.433387,0,0
931,11,610.3153393636363,623.4460185454545,13.13067918181821,144.4374710000002,0,0
932,13,546.2634878461538,504.7212763076923,-41.542211538461515,-540.0487499999999,0,0
933,12,556.6636674166667,550.8629130833333,-5.80075433333343,-69.6090520000007,0,0
934,16,435.5101528125,297.633198,-137.8769548125,-2206.031277,0,0
935,15,470.6850092,490.54188020000004,19.856871000000012,297.85306500000024,0,0
936,15,459.91009046666665,383.9777582,-75.93233226666666,-1138.9849839999997,0,0
937,13,562.074015,515.3785849230769,-46.69543007692312,-607.040591,0,0
938,13,488.0246450769231,474.21224215384615,-13.812402923076945,-179.56123800000023,0,0
939,10,711.0308694,617.8463676,-93.18450180000002,-931.845018,0,0
940,14,519.3789945,512.4046152142857,-6.974379285714235,-97.64130999999998,0,0
941,15,409.84946126666665,430.4398619333333,20.590400666666653,308.8560099999995,0,0
942,11,595.516365,569.2103831818182,-26.30598181818175,-289.3657999999996,0,0
943,13,575.4939776923077,510.0785373846154,-65.41544030769228,-850.4007239999992,0,0
944,14,470.6950805,423.3459522142857,-47.3491282857143,-662.887796,0,0
945,16,349.2668871875,350.0914776875,0.8245904999999993,13.19344799999999,0,0
946,10,717.3065300000001,646.0833517,-71.22317830000009,-712.2317830000002,0,0
947,10,692.7585538000001,715.8011355,23.042581699999914,230.42581699999937,0,0
948,13,613.8731676923077,556.6603913846154,-57.21277630769225,-743.7660919999998,0,0
949,15,486.57561253333336,504.5688444,17.993231866666633,269.89847800000007,0,0
950,12,554.9478451666666,570.3619516666666,15.414106500000003,184.9692780000005,0,0
951,11,610.388346909091,571.3440264545454,-39.04432045454553,-429.48752500000046,0,0
952,11,608.9007153636363,617.8303054545454,8.929590090909073,98.22549100000015,0,0
953,11,725.0119280909091,578.3832655454545,-146.62866254545463,-1612.9152880000001,0,0
954,13,550.4914685384615,494.51928607692304,-55.972182461538466,-727.6383720000003,0,0
955,12,633.2076706666667,566.68222125,-66.52544941666667,-798.3053929999996,0,0
956,13,529.4411115384615,502.1145676923077,-27.326543846153868,-355.24506999999994,0,0
957,14,516.3277582142857,491.420856,-24.906902214285708,-348.6966309999998,7,0
958,14,472.1297536428571,442.261638,-29.868115642857106,-418.1536189999997,0,0
959,14,496.9070937142857,470.0563985,-26.85069521428568,-375.9097329999995,0,0
960,14,502.69187885714285,457.1139857142857,-45.577893142857135,-638.0905039999998,0,0
961,16,324.507279875,369.8353344375,45.32805456250003,725.2488730000005,0,0
962,11,690.5487047272727,669.2641776363636,-21.284527090909137,-234.12979799999994,0,0
963,10,653.131805,670.0900791,16.95827410000004,169.58274100000017,0,0
964,13,604.1679448461539,516.0194956153846,-88.1484492307693,-1145.9298400000007,0,0
965,16,429.3606638125,421.7281965,-7.632467312499955,-122.11947699999928,0,0
966,11,655.3205621818182,605.1273114545455,-50.1932507272727,-552.1257580000001,0,0
967,11,742.072565090909,633.8603231818182,-108.21224190909084,-1190.3346609999999,0,0
968,15,429.581792,404.8080144,-24.773777600000017,-371.6066639999999,0,0
969,10,747.4320746000001,718.642817,-28.78925760000004,-287.8925760000002,0,0
970,10,739.83666,676.1346139,-63.702046100000075,-637.0204610000001,0,0
971,15,471.06111906666666,484.2842435333333,13.223124466666661,198.3468670000002,0,0
972,14,557.0218386428571,539.1712511428572,-17.85058749999996,-249.90822500000013,0,0
973,14,475.9881085,423.3438658571428,-52.64424264285719,-737.019397,0,0
974,14,463.34207621428567,443.61559757142857,-19.726478642857103,-276.170701,0,0
975,12,588.7762416666667,576.0736359166666,-12.702605750000089,-152.4312690000006,0,0
976,14,532.9783062142857,502.39206642857147,-30.586239785714213,-428.2073569999993,0,0
977,10,764.9284746999999,703.5022616,-61.42621309999993,-614.2621309999995,0,0
978,16,368.112961125,358.0783505,-10.034610625000028,-160.55377000000044,0,0
979,16,351.1189189375,201.32132825,-149.7975906875,-2396.761451,0,0
980,12,652.1513498333334,578.4936380833334,-73.65771174999998,-883.8925410000002,0,0
981,12,553.30260075,508.46233441666664,-44.840266333333375,-538.0831960000005,0,0
982,13,577.1335148461538,512.1001356153846,-65.03337923076924,-845.4339299999992,0,0
983,14,514.3848007857143,481.1053027857143,-33.279498000000046,-465.9129720000001,0,0
984,13,530.5461349230769,505.5773560769231,-24.96877884615384,-324.5941249999996,0,0
985,13,614.7329242307692,526.3231609230769,-88.40976330769229,-1149.3269229999996,0,0
986,14,513.7833423571428,482.51756764285716,-31.26577471428567,-437.72084599999926,0,0
987,15,453.11333213333336,473.30497006666667,20.19163793333331,302.8745689999996,0,0
988,14,541.7088770714286,456.8066302857143,-84.90224678571428,-1188.6314549999997,0,0
989,15,484.37867386666665,463.4394099333333,-20.939263933333336,-314.0889589999997,0,0
990,10,744.0273453,668.9411917,-75.08615359999999,-750.8615359999994,0,0
991,12,619.1568844166667,602.0300711666666,-17.126813250000055,-205.5217590000002,0,0
992,14,482.69003735714284,505.7988681428571,23.108830785714247,323.523631,0,0
993,16,350.4295295,373.9836945,23.554165000000012,376.8666400000002,0,0
994,14,461.27128257142857,456.2618220714286,-5.009460499999989,-70.13244699999996,0,0
995,12,568.2496886666667,520.655443,-47.594245666666666,-571.130948,0,0
996,10,659.8133965,635.620846,-24.192550499999925,-241.92550500000016,0,0
997,12,562.6510313333333,532.6402999166667,-30.01073141666666,-360.1287769999999,0,0
998,15,470.78184446666666,436.3547643333333,-34.427080133333334,-516.4062020000001,0,0
999,11,635.1361771818182,593.2207958181817,-41.91538136363647,-461.06919500000004,0,0
