time_s,radius_m,mean_dry_basis_C,conditional_dry_mass_ratio,material_water_budget_relative
9.714000000000000000e+04,1.202003259259259299e-02,1.835505782703034661e-01,8.512962386869674658e-01,1.557906184578316839e-04
9.720000000000000000e+04,1.201999999999999943e-02,1.834508284713478043e-01,8.513519809484781931e-01,1.557908706221341978e-04
9.726000000000000000e+04,1.201999999999999943e-02,1.833512444801851382e-01,8.514122508934839351e-01,1.557911444094015507e-04
9.732000000000000000e+04,1.201999999999999943e-02,1.832518263025659511e-01,8.514724318125861391e-01,1.557914229661870446e-04
9.738000000000000000e+04,1.201999999999999943e-02,1.831525737078485150e-01,8.515325237623307952e-01,1.557917034908972494e-04
9.744000000000000000e+04,1.201999999999999943e-02,1.830534863872999851e-01,8.515925268602350107e-01,1.557919846770391655e-04
9.750000000000000000e+04,1.201999999999999943e-02,1.829545639935460932e-01,8.516524412541546241e-01,1.557922658980115914e-04
9.756000000000000000e+04,1.201999999999999943e-02,1.828558061593576478e-01,8.517122671077137497e-01,1.557925468422555074e-04
9.762000000000000000e+04,1.201999999999999943e-02,1.827572125069002462e-01,8.517720045931408412e-01,1.557928273488538439e-04
9.768000000000000000e+04,1.201999999999999943e-02,1.826587826524782299e-01,8.518316538876009592e-01,1.557931073305561357e-04
9.774000000000000000e+04,1.201999999999999943e-02,1.825605162090863653e-01,8.518912151712276781e-01,1.557933867370323087e-04
9.780000000000000000e+04,1.201999999999999943e-02,1.824624127878599067e-01,8.519506886260055367e-01,1.557936655386764064e-04
9.786000000000000000e+04,1.201999999999999943e-02,1.823644719989467311e-01,8.520100744351001287e-01,1.557939437163316065e-04
9.792000000000000000e+04,1.201999999999999943e-02,1.822666934520624782e-01,8.520693727824317776e-01,1.557942212576330981e-04
9.798000000000000000e+04,1.201999999999999943e-02,1.821690767568630298e-01,8.521285838523899869e-01,1.557944981547439969e-04
9.804000000000000000e+04,1.201999999999999943e-02,1.820716215232061619e-01,8.521877078296347108e-01,1.557947744015689725e-04
9.810000000000000000e+04,1.201999999999999943e-02,1.819743273613413925e-01,8.522467448989469174e-01,1.557950499942766713e-04
9.816000000000000000e+04,1.201999999999999943e-02,1.818771938820532563e-01,8.523056952451215640e-01,1.557953249304289394e-04
9.822000000000000000e+04,1.201999999999999943e-02,1.817802206967705780e-01,8.523645590528818872e-01,1.557955992082842771e-04
9.828000000000000000e+04,1.201999999999999943e-02,1.816834074176528757e-01,8.524233365068119017e-01,1.557958728269719074e-04
9.834000000000000000e+04,1.201999999999999943e-02,1.815867536576584451e-01,8.524820277913051081e-01,1.557961457859693532e-04
9.840000000000000000e+04,1.201999999999999943e-02,1.814902590305988994e-01,8.525406330905196395e-01,1.557964180852766418e-04
9.846000000000000000e+04,1.201999999999999943e-02,1.813939231511840222e-01,8.525991525883447331e-01,1.557966897252420458e-04
9.852000000000000000e+04,1.201999999999999943e-02,1.812977456350580996e-01,8.526575864683696437e-01,1.557969607063880695e-04
9.858000000000000000e+04,1.201999999999999943e-02,1.812017260988294520e-01,8.527159349138614397e-01,1.557972310297596127e-04
9.864000000000000000e+04,1.201999999999999943e-02,1.811058641600951646e-01,8.527741981077437972e-01,1.557975006958790983e-04
9.870000000000000000e+04,1.201999999999999943e-02,1.810101594374617373e-01,8.528323762325802360e-01,1.557977697061398072e-04
9.876000000000000000e+04,1.201999999999999943e-02,1.809146115505616548e-01,8.528904694705596867e-01,1.557980380619348852e-04
9.882000000000000000e+04,1.201999999999999943e-02,1.808192201200673477e-01,8.529484780034840563e-01,1.557983057643093404e-04
9.888000000000000000e+04,1.201999999999999943e-02,1.807239847677028499e-01,8.530064020127587909e-01,1.557985728146563185e-04
9.894000000000000000e+04,1.201999999999999943e-02,1.806289051162534576e-01,8.530642416793826621e-01,1.557988392145431963e-04
9.900000000000000000e+04,1.201999999999999943e-02,1.805339807895732229e-01,8.531219971839419935e-01,1.557991049655374049e-04
9.906000000000000000e+04,1.201999999999999943e-02,1.804392114125915325e-01,8.531796687066022233e-01,1.557993700693804170e-04
9.912000000000000000e+04,1.201999999999999943e-02,1.803445966113182974e-01,8.532372564271041293e-01,1.557996345274654864e-04
