time_s,radius_m,mean_dry_basis_C,conditional_dry_mass_ratio,material_water_budget_relative
1.188000000000000000e+04,1.526329429873417645e-02,1.573857443003684686e+00,7.556697110599077671e-01,1.622358557700993636e-04
1.194000000000000000e+04,1.524885089845288456e-02,1.570097615651013800e+00,7.550693019870196032e-01,1.622836001857970488e-04
1.200000000000000000e+04,1.523450239099859507e-02,1.566345323936513267e+00,7.544766799618405351e-01,1.623225454605581319e-04
1.206000000000000000e+04,1.522026588354430388e-02,1.562600555551096448e+00,7.538926930782965385e-01,1.623740410715143680e-04
1.212000000000000000e+04,1.520615848326301034e-02,1.558863184787173450e+00,7.533194274573757898e-01,1.623444634667045518e-04
1.218000000000000000e+04,1.519219729732770863e-02,1.555133422510927010e+00,7.527595568583184127e-01,1.623450183836883890e-04
1.224000000000000000e+04,1.517839943291139117e-02,1.551413255358918608e+00,7.522141598477679603e-01,1.623611007323437982e-04
1.230000000000000000e+04,1.516478199718706253e-02,1.547703039180714057e+00,7.516845041926291104e-01,1.624462447190197435e-04
1.236000000000000000e+04,1.515136209732770821e-02,1.544001125545589215e+00,7.511726705483017241e-01,1.624986211322916119e-04
1.242000000000000000e+04,1.513815684050632930e-02,1.540306079050202559e+00,7.506809113586030424e-01,1.625115880750181555e-04
1.248000000000000000e+04,1.512518333389592171e-02,1.536619241904882527e+00,7.502098114382024230e-01,1.625093473447153261e-04
1.254000000000000000e+04,1.511245868466947959e-02,1.532940851820167483e+00,7.497618653539006583e-01,1.625484003391048466e-04
1.260000000000000000e+04,1.510000000000000057e-02,1.529271072240438567e+00,7.493378759769548925e-01,1.626082476557497614e-04
1.266000000000000000e+04,1.508774965502645594e-02,1.525610054372582347e+00,7.489321169907655618e-01,1.626406558458682022e-04
1.272000000000000000e+04,1.507563508148148171e-02,1.521956043488715160e+00,7.485388242462648334e-01,1.626154019645291405e-04
1.278000000000000000e+04,1.506365097142857261e-02,1.518309821776172797e+00,7.481572265167836244e-01,1.626788221981254772e-04
1.284000000000000000e+04,1.505179201693121645e-02,1.514671545750015280e+00,7.477858134438226667e-01,1.626807940707253330e-04
1.290000000000000000e+04,1.504005291005291144e-02,1.511042610510988426e+00,7.474237621470577464e-01,1.627425587218096032e-04
1.296000000000000000e+04,1.502842834285714364e-02,1.507422003901603080e+00,7.470714854165321217e-01,1.627048161504755504e-04
