seed,total,C_s_per_source,R12_s_per_source,delta_s_per_source,delta_distance_m
47,11,856.414371,661.1239938181818,-195.29037718181814,-8240.970725092437
48,14,600.6289367857142,481.86486378571425,-118.764073,-5988.48510025629
49,10,876.6270560999999,724.4790301,-152.14802599999985,-4507.401290706537
50,16,519.313673125,368.0214825,-151.29219062500005,-9258.375243742375
51,11,828.9312764545455,647.811462,-181.11981445454546,-7671.589779764159
52,14,664.7022975714286,547.4432462142858,-117.25905135714288,-4633.133578902587
53,13,660.8227444615385,520.6009,-140.22184446153847,-6779.419862943931
54,11,908.1228930909091,672.9226101818182,-235.2002829090909,-9231.015549733209
55,12,753.7843030833333,562.7015455,-191.08275758333332,-7929.965456168884
56,15,620.1472241333333,451.91215266666666,-168.23507146666668,-9027.630337688985
57,12,808.6764503333334,557.7450345,-250.9314158333334,-9500.884928419495
58,10,1030.6685201,774.6203467,-256.0481734,-7472.408669221804
59,14,631.5629857857142,489.7949798571429,-141.7680059285713,-8243.760396046822
60,15,597.1880892666667,446.6665354666667,-150.5215538,-9324.116522721339
61,15,634.8375285999999,498.29636653333336,-136.54116206666657,-5135.587145715246
62,13,691.1301741538462,516.3963337692308,-174.7338403846154,-9572.699592796522
63,12,752.66958825,583.8879041666667,-168.7816840833333,-7331.901029776665
64,11,869.5569724545454,645.1851217272728,-224.37185072727266,-8850.451747984174
65,11,800.9483590909091,760.016654909091,-40.93170418181808,-1101.2437023750608
66,12,766.2343543333333,561.2775723333333,-204.95678199999998,-9022.406893443054
67,14,609.8157442857143,435.3782582857143,-174.43748600000004,-8575.624028459097
68,10,949.3934438,734.4130173,-214.98042650000002,-5904.021319157277
69,13,736.3349104615385,557.1729518461539,-179.1619586153846,-8290.527324543396
70,10,951.2261642999999,728.3570311999999,-222.8691331,-6233.456624735012
71,11,835.566532090909,646.626678,-188.93985409090908,-6126.691960672091
72,11,769.4479932727273,626.1423421818182,-143.30565109090912,-7176.810795289868
73,14,654.3642605714285,566.6699177857142,-87.6943427857143,-3233.603951095578
74,10,950.4079955,794.7510357,-155.65695979999998,-3277.8479799524503
75,16,353.37480625,451.94848275,98.57367649999998,7395.894134303166
76,11,863.0174208181819,668.3844432727273,-194.63297754545465,-7029.813737855431
77,12,727.6835409166666,592.6479008333333,-135.0356400833333,-3547.138382108813
78,16,370.679326625,411.51739175,40.838065125000014,2757.045205936538
79,14,628.7316337857143,469.0374921428571,-159.69414164285718,-9083.58990757064
80,15,611.0421977999999,466.5592396,-144.48295819999993,-6366.221852375813
81,14,611.1714072857143,502.1018067857143,-109.06960049999998,-4629.87203861848
82,15,549.6762678,460.45224326666664,-89.22402453333336,-4806.801842673609
83,13,729.9349876153847,513.3441758461538,-216.59081176923087,-9033.402743860723
84,14,640.1540355,531.066345,-109.08769050000001,-6906.138345463358
85,12,750.2500095,527.4446931666666,-222.8053163333334,-9808.318987213119
86,14,629.0618082142856,527.8126697142858,-101.24913849999984,-4392.4396896465005
87,10,949.2418497000001,694.9675919,-254.2742578000001,-6643.712859813197
88,14,658.3874154285714,499.8269045714286,-158.56051085714284,-8059.235763662065
89,14,657.7908117857143,493.67310978571425,-164.117702,-7033.239103807246
90,10,899.5653878999999,693.9767539000001,-205.58863399999984,-8434.431686378233
91,10,1022.9764787,754.4576791000001,-268.51879959999997,-8180.9399667197795
92,10,891.5906847,714.1394895000001,-177.45119519999992,-6192.559732555732
93,13,624.2820690769231,517.3581173846153,-106.92395169230781,-4115.056832441882
94,13,649.7040076923076,488.57034346153847,-161.13366423076917,-7658.688166094202
95,13,637.1220085384616,516.166773,-120.95523553846158,-6987.090296840313
96,16,509.688934,346.3979374375,-163.29099656250003,-9528.279707474107
97,13,698.8482884615385,533.5141263076923,-165.33416215384614,-6486.720517734651
98,15,566.2133749999999,452.8064247333333,-113.40695026666663,-5325.521267672306
99,12,721.7978657499999,530.1066155833333,-191.69125016666658,-8936.474981257685
100,13,701.6742943846153,538.0474412307692,-163.62685315384613,-7140.745427956495
101,13,740.4844819230768,593.3923365384616,-147.09214538461526,-7025.989448999502
102,11,837.8398209090909,643.9455599090909,-193.89426100000003,-7304.18434695213
103,16,504.85490125,359.064484625,-145.79041662500003,-8388.233321828036
104,13,681.6924076923077,563.6215512307692,-118.07085646153848,-4264.605658521232
105,13,657.8387442307692,527.7894273076923,-130.04931692307684,-5993.2056019141855
106,12,767.9343746666667,616.2020721666667,-151.73230250000006,-4963.938133127744
107,13,686.4113343846154,495.54663453846155,-190.86469984615388,-10321.20549166331
108,11,786.4957343636364,661.8960099090909,-124.59972445454548,-4487.984831062673
109,13,695.5933551538461,566.1111193076923,-129.4822358461538,-6446.345313762577
110,16,440.501631,392.521489875,-47.98014112499999,251.58871819539854
111,12,765.2768773333333,560.5447356666667,-204.73214166666662,-9073.928478715094
112,14,652.19165,517.8109287857143,-134.3807212142857,-7166.6504686211665
113,15,596.8885854666667,465.60533419999996,-131.2832512666667,-7376.243842724078
114,13,743.1818165384616,572.4390872307692,-170.74272930769234,-8053.277380598043
115,10,893.0887101000001,721.1922522,-171.8964579000001,-4674.822875427744
116,12,764.1957429166667,596.4430269166667,-167.75271600000008,-5370.162941346214
117,11,840.8883934545454,652.8976837272727,-187.9907097272727,-6724.489007012264
118,11,881.727853,721.738486909091,-159.98936609090902,-6269.415124532603
119,14,661.6339425,537.5500477142857,-124.08389478571428,-5750.872600759041
120,12,833.7766123333334,616.7913509166666,-216.98526141666684,-9084.11567384678
121,15,580.6858087333333,455.5164205333333,-125.16938819999996,-6982.704104064924
